DISTRICT,DD000A00200022R,DD000AA1200022R,DD000AE2200022R,DD000AM0200022R,DD000AR0200022R,DD004AM0200022R,DD004AR0200022R,DD005AM0200022R,DD005AR0200022R,DD006AM0200022R,DD006AR0200022R,DD007AM0200022R,DD007AR0200022R,DD008AM0200022R,DD008AR0200022R,DD200A00200022R,DD200AA1200022R,DD200AE2200022R,DD200AM0200022R,DD200AR0200022R,DD204AM0200022R,DD204AR0200022R,DD205AM0200022R,DD205AR0200022R,DD206AM0200022R,DD206AR0200022R,DD207AM0200022R,DD207AR0200022R,DD208AM0200022R,DD208AR0200022R,DD300A00200022R,DD300AA1200022R,DD300AE2200022R,DD300AM0200022R,DD300AR0200022R,DD304AM0200022R,DD304AR0200022R,DD305AM0200022R,DD305AR0200022R,DD306AM0200022R,DD306AR0200022R,DD307AM0200022R,DD307AR0200022R,DD308AM0200022R,DD308AR0200022R,DD400A00200022R,DD400AA1200022R,DD400AE2200022R,DD400AM0200022R,DD400AR0200022R,DD404AM0200022R,DD404AR0200022R,DD405AM0200022R,DD405AR0200022R,DD406AM0200022R,DD406AR0200022R,DD407AM0200022R,DD407AR0200022R,DD408AM0200022R,DD408AR0200022R,DDA00A00200022R,DDA00AA1200022R,DDA00AE2200022R,DDA00AM0200022R,DDA00AR0200022R,DDA04AM0200022R,DDA04AR0200022R,DDA05AM0200022R,DDA05AR0200022R,DDA06AM0200022R,DDA06AR0200022R,DDA07AM0200022R,DDA07AR0200022R,DDA08AM0200022R,DDA08AR0200022R,DDB00A00200022R,DDB00AA1200022R,DDB00AE2200022R,DDB00AM0200022R,DDB00AR0200022R,DDB04AM0200022R,DDB04AR0200022R,DDB05AM0200022R,DDB05AR0200022R,DDB06AM0200022R,DDB06AR0200022R,DDB07AM0200022R,DDB07AR0200022R,DDB08AM0200022R,DDB08AR0200022R,DDE00A00200022R,DDE00AA1200022R,DDE00AE2200022R,DDE00AM0200022R,DDE00AR0200022R,DDE04AM0200022R,DDE04AR0200022R,DDE05AM0200022R,DDE05AR0200022R,DDE06AM0200022R,DDE06AR0200022R,DDE07AM0200022R,DDE07AR0200022R,DDE08AM0200022R,DDE08AR0200022R,DDF00A00200022R,DDF00AA1200022R,DDF00AE2200022R,DDF00AM0200022R,DDF00AR0200022R,DDF04AM0200022R,DDF04AR0200022R,DDF05AM0200022R,DDF05AR0200022R,DDF06AM0200022R,DDF06AR0200022R,DDF07AM0200022R,DDF07AR0200022R,DDF08AM0200022R,DDF08AR0200022R,DDH00A00200022R,DDH00AA1200022R,DDH00AE2200022R,DDH00AM0200022R,DDH00AR0200022R,DDH04AM0200022R,DDH04AR0200022R,DDH05AM0200022R,DDH05AR0200022R,DDH06AM0200022R,DDH06AR0200022R,DDH07AM0200022R,DDH07AR0200022R,DDH08AM0200022R,DDH08AR0200022R,DDI00A00200022R,DDI00AA1200022R,DDI00AE2200022R,DDI00AM0200022R,DDI00AR0200022R,DDI04AM0200022R,DDI04AR0200022R,DDI05AM0200022R,DDI05AR0200022R,DDI06AM0200022R,DDI06AR0200022R,DDI07AM0200022R,DDI07AR0200022R,DDI08AM0200022R,DDI08AR0200022R,DDM00A00200022R,DDM00AA1200022R,DDM00AE2200022R,DDM00AM0200022R,DDM00AR0200022R,DDM04AM0200022R,DDM04AR0200022R,DDM05AM0200022R,DDM05AR0200022R,DDM06AM0200022R,DDM06AR0200022R,DDM07AM0200022R,DDM07AR0200022R,DDM08AM0200022R,DDM08AR0200022R,DDR00A00200022R,DDR00AA1200022R,DDR00AE2200022R,DDR00AM0200022R,DDR00AR0200022R,DDR04AM0200022R,DDR04AR0200022R,DDR05AM0200022R,DDR05AR0200022R,DDR06AM0200022R,DDR06AR0200022R,DDR07AM0200022R,DDR07AR0200022R,DDR08AM0200022R,DDR08AR0200022R,DDS00A00200022R,DDS00AA1200022R,DDS00AE2200022R,DDS00AM0200022R,DDS00AR0200022R,DDS04AM0200022R,DDS04AR0200022R,DDS05AM0200022R,DDS05AR0200022R,DDS06AM0200022R,DDS06AR0200022R,DDS07AM0200022R,DDS07AR0200022R,DDS08AM0200022R,DDS08AR0200022R,DDW00A00200022R,DDW00AA1200022R,DDW00AE2200022R,DDW00AM0200022R,DDW00AR0200022R,DDW04AM0200022R,DDW04AR0200022R,DDW05AM0200022R,DDW05AR0200022R,DDW06AM0200022R,DDW06AR0200022R,DDW07AM0200022R,DDW07AR0200022R,DDW08AM0200022R,DDW08AR0200022R,DISTNAME,DNC00A00200022R,DNC00AA1200022R,DNC00AE2200022R,DNC00AM0200022R,DNC00AR0200022R,DNC04AM0200022R,DNC04AR0200022R,DNC05AM0200022R,DNC05AR0200022R,DNC06AM0200022R,DNC06AR0200022R,DNC07AM0200022R,DNC07AR0200022R,DNC08AM0200022R,DNC08AR0200022R,DNM00A00200022R,DNM00AA1200022R,DNM00AE2200022R,DNM00AM0200022R,DNM00AR0200022R,DNM04AM0200022R,DNM04AR0200022R,DNM05AM0200022R,DNM05AR0200022R,DNM06AM0200022R,DNM06AR0200022R,DNM07AM0200022R,DNM07AR0200022R,DNM08AM0200022R,DNM08AR0200022R,DNS00A00200022R,DNS00AA1200022R,DNS00AE2200022R,DNS00AM0200022R,DNS00AR0200022R,DNS04AM0200022R,DNS04AR0200022R,DNS05AM0200022R,DNS05AR0200022R,DNS06AM0200022R,DNS06AR0200022R,DNS07AM0200022R,DNS07AR0200022R,DNS08AM0200022R,DNS08AR0200022R
"'152806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,.,.,45,70,28,60,77,86,.,.,.,.,.,.,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,51,.,.,34,66,20,53,64,89,.,.,.,.,.,.,50,.,.,42,57,29,43,58,71,.,.,.,.,.,.,55,.,.,37,73,23,64,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,.,.,47,79,27,68,100,100,.,.,.,.,.,.,58,.,.,42,73,14,61,77,86,.,.,.,.,.,.,61,.,.,47,74,13,69,86,78,.,.,.,.,.,.,66,.,.,54,77,29,64,79,88,.,.,.,.,.,.,"BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,.,.,45,70,28,60,77,86,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.
"'152901",70,65,74,67,75,68,65,85,83,50,57,56,83,87,81,71,63,76,66,77,77,80,74,94,50,73,66,80,78,62,90,94,84,90,90,86,89,93,100,73,79,95,97,100,94,89,.,.,84,94,-1,-1,-1,-1,80,100,-1,-1,-1,-1,68,58,67,62,74,69,76,82,89,43,50,52,83,69,74,64,48,60,57,71,63,74,83,90,43,48,45,78,63,72,65,52,65,59,71,67,73,82,88,40,46,48,81,68,71,69,60,70,63,75,67,76,85,92,42,50,53,86,75,78,65,54,66,60,71,67,73,82,87,41,46,49,82,70,72,71,73,90,64,79,56,81,71,86,-1,-1,45,68,-1,80,66,55,65,61,72,71,75,80,87,45,51,52,81,64,70,63,44,62,57,69,65,68,82,86,40,45,46,79,66,69,61,36,53,57,66,63,65,79,82,48,53,54,77,58,61,74,71,72,68,80,77,82,83,93,47,58,61,91,72,81,"LUBBOCK ISD",68,59,69,62,74,68,75,83,89,43,51,53,85,70,75,66,55,58,61,70,71,78,77,90,44,48,51,77,67,70,72,50,45,67,77,83,88,72,95,30,45,67,80,72,64
"'152902",79,.,.,57,100,.,.,-1,-1,.,.,-1,-1,-1,-1,64,-1,-1,75,50,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,73,73,68,75,66,72,91,76,56,56,58,93,71,82,-1,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,.,.,70,70,65,67,74,62,73,91,75,53,56,59,91,70,83,72,73,72,69,75,70,73,85,76,52,52,60,93,75,82,72,74,68,68,76,64,76,95,82,54,43,53,90,71,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,72,74,68,76,58,69,98,75,60,60,56,92,67,82,70,66,63,64,77,74,68,92,81,47,58,42,87,67,86,60,58,-1,48,75,-1,-1,100,67,10,90,20,80,-1,-1,72,68,81,69,75,69,66,86,69,58,65,67,95,72,77,"NEW DEAL ISD",73,72,74,70,76,64,69,95,72,58,55,61,93,75,88,69,77,71,64,74,71,79,81,85,53,59,50,93,59,65,55,.,.,50,60,.,.,-1,-1,-1,-1,.,.,-1,-1
"'152903",67,-1,-1,69,65,-1,-1,80,60,-1,-1,50,86,80,80,75,-1,-1,79,71,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,53,60,70,74,74,83,87,94,49,39,77,84,84,85,74,-1,100,78,71,100,80,-1,-1,90,0,-1,-1,92,92,72,48,61,69,75,73,83,85,94,49,39,75,81,84,85,71,56,59,68,74,70,83,87,96,43,36,77,88,85,88,72,57,53,69,75,71,80,86,92,45,43,78,84,80,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,50,60,72,74,80,83,88,93,55,43,78,81,84,83,72,41,48,66,78,69,80,84,94,54,58,57,86,82,83,67,25,-1,68,65,67,86,77,85,67,28,73,60,88,77,71,52,63,69,72,72,87,87,97,47,41,77,90,94,71,"SLATON ISD",72,54,57,70,73,76,85,89,93,48,41,76,84,84,85,73,50,81,70,77,69,77,83,98,53,32,85,83,84,84,86,.,-1,81,90,-1,-1,-1,-1,-1,-1,.,.,-1,-1
"'152906",68,86,61,68,69,83,60,92,78,42,53,52,91,40,66,73,75,50,71,76,85,88,57,86,42,50,75,89,80,79,79,83,90,75,82,93,79,88,69,38,81,71,100,83,80,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,75,78,73,71,79,83,81,76,87,42,62,75,90,75,79,78,72,90,71,85,79,63,75,100,32,79,100,100,82,89,71,73,72,67,75,80,79,73,82,43,58,67,84,70,74,77,81,73,73,80,81,78,81,91,44,66,78,92,77,82,72,75,74,69,76,80,79,74,82,46,56,69,88,69,77,89,-1,-1,81,100,.,.,-1,-1,-1,-1,-1,-1,-1,-1,73,76,73,69,77,85,84,72,83,41,58,71,88,73,76,69,70,70,65,74,76,74,74,82,41,57,66,88,69,72,66,64,78,63,69,70,66,63,72,55,64,68,74,56,64,77,81,72,73,80,85,82,78,91,40,65,78,90,80,80,"LUBBOCK-COOPER ISD",75,80,73,72,79,84,82,79,88,39,61,74,90,77,81,74,74,73,70,77,82,79,71,84,48,64,75,89,72,74,78,90,-1,72,84,93,87,72,97,36,64,82,100,71,67
"'152907",71,59,71,67,75,72,76,90,88,41,46,60,80,88,85,68,60,61,58,79,71,76,89,83,38,69,40,87,57,97,82,83,76,81,83,85,92,94,94,54,64,82,82,-1,87,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,72,58,76,64,80,71,78,88,90,45,61,57,89,70,85,68,45,79,61,76,63,65,98,91,48,53,58,83,64,83,68,48,70,59,76,67,76,86,88,38,53,51,84,71,84,74,62,79,65,82,69,78,90,92,43,61,57,93,71,87,69,52,75,61,77,70,77,84,89,41,53,51,87,72,84,70,.,-1,-1,64,-1,-1,-1,-1,-1,-1,.,.,.,.,70,55,73,63,78,72,78,85,88,46,61,56,85,70,83,68,43,76,59,76,64,74,89,88,44,46,52,84,69,82,62,38,64,58,66,61,71,87,79,47,36,51,72,57,75,76,65,78,68,83,71,79,91,91,50,72,63,93,68,86,"FRENSHIP ISD",73,61,75,64,80,70,78,89,91,45,61,58,91,69,87,71,50,79,63,78,72,79,86,87,44,62,53,84,74,81,75,60,75,68,81,70,78,94,94,61,66,45,89,69,81
"'152908",65,58,-1,52,82,-1,-1,80,100,-1,-1,-1,-1,-1,-1,65,-1,.,65,64,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,67,66,79,62,72,43,54,81,72,40,62,49,76,91,84,63,-1,-1,67,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,63,80,62,70,39,48,76,74,42,59,52,73,93,83,67,80,81,62,72,39,48,78,66,37,69,51,75,96,90,64,60,83,59,70,33,47,70,75,34,58,52,72,93,80,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,67,57,78,62,71,46,59,84,76,46,52,48,77,86,78,64,55,90,61,67,42,54,81,69,43,51,48,70,90,81,66,35,-1,65,66,46,25,83,67,58,67,76,74,81,78,71,79,75,67,75,54,68,100,63,48,71,43,82,85,88,"ROOSEVELT ISD",67,62,83,62,73,44,50,87,73,37,63,46,78,91,86,66,77,71,62,69,39,61,70,68,46,61,52,74,91,79,55,.,.,60,50,.,.,-1,-1,-1,-1,-1,-1,-1,-1
"'152909",74,-1,-1,67,80,-1,-1,-1,-1,-1,-1,38,81,86,93,79,-1,-1,77,81,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,68,52,68,62,74,73,76,80,84,40,55,58,88,71,71,81,-1,-1,58,100,.,.,.,.,.,.,-1,-1,-1,-1,65,41,54,63,67,68,76,92,78,43,49,55,86,77,58,72,58,70,67,76,82,80,85,82,45,59,60,93,75,77,64,44,62,56,71,68,79,85,83,25,47,44,83,70,70,92,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,64,46,67,57,71,65,73,75,86,35,51,56,85,67,65,60,33,69,53,68,70,82,85,75,35,54,39,81,60,54,59,33,75,53,65,55,80,86,77,38,38,27,58,94,61,69,56,70,64,74,76,75,76,84,44,57,65,91,70,72,"SHALLOWATER ISD",68,57,70,62,74,76,78,79,83,40,57,57,88,68,71,66,39,62,60,72,65,71,81,88,39,48,60,90,79,74,69,-1,.,69,70,-1,-1,.,.,.,.,.,.,-1,-1
"'152910",75,-1,-1,79,70,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,80,66,75,79,66,68,87,80,42,76,80,94,96,87,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,70,58,67,69,72,43,59,92,58,56,70,63,85,96,88,78,74,64,74,82,58,73,91,84,45,75,68,96,98,90,76,75,74,74,78,48,54,87,67,62,79,72,94,100,93,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,77,84,67,76,77,70,66,83,75,40,78,89,92,95,84,76,63,63,77,76,59,55,93,65,69,69,73,90,100,87,64,29,-1,62,67,36,54,100,75,71,67,69,94,-1,-1,78,82,61,76,80,78,77,87,90,30,75,86,93,94,84,"IDALOU ISD",78,84,66,76,79,66,64,90,81,39,78,80,93,98,87,77,50,65,72,81,68,79,82,76,53,72,79,97,88,88,79,.,.,83,75,-1,-1,-1,-1,-1,-1,-1,-1,.,.
"'153903",80,-1,-1,78,83,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,76,64,62,81,73,88,92,84,67,62,45,98,37,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,72,63,58,78,80,100,85,80,73,54,43,100,30,80,71,73,62,61,80,78,89,93,86,67,67,32,95,43,87,68,72,64,59,77,75,83,83,78,71,71,47,97,28,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,78,67,63,81,-1,-1,92,83,67,56,53,100,29,83,72,65,70,62,83,93,93,100,100,73,50,43,100,27,86,76,-1,-1,65,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,82,64,66,85,67,92,100,90,61,50,43,100,50,100,"O'DONNELL ISD",72,71,64,64,80,83,83,94,81,77,57,44,98,40,86,70,88,64,56,83,-1,-1,-1,-1,42,75,-1,-1,25,83,77,-1,.,75,80,-1,-1,-1,-1,.,.,-1,-1,-1,-1
"'153904",79,.,-1,75,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,72,72,73,74,91,64,61,61,47,72,77,88,81,85,43,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,73,69,75,72,73,95,66,55,57,52,69,82,86,79,88,75,78,74,72,78,84,68,56,64,57,82,75,90,83,100,73,69,81,72,74,94,69,62,57,50,65,80,84,76,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,68,70,74,72,96,61,68,59,43,69,80,86,80,80,69,44,67,70,68,93,80,63,50,40,50,75,60,79,100,65,63,43,74,56,100,50,90,40,-1,-1,77,73,64,57,76,78,68,76,76,89,58,71,71,50,91,74,94,88,85,"TAHOKA ISD",73,76,71,71,75,90,73,53,60,37,68,76,85,82,87,76,-1,75,80,72,95,36,100,67,73,82,81,100,78,78,100,.,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.
"'153905",89,-1,.,80,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,92,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,88,70,73,84,75,80,92,90,64,85,55,90,65,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,71,50,61,83,50,100,-1,-1,33,83,50,100,100,88,79,90,60,72,86,72,85,88,100,58,87,62,90,64,100,76,86,60,70,82,81,75,83,67,55,82,38,100,82,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,84,77,73,82,78,76,93,87,69,83,48,89,66,81,78,77,63,69,87,64,64,86,100,83,94,14,100,77,93,78,-1,-1,85,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,88,75,73,85,74,81,94,96,67,86,58,88,45,83,"NEW HOME ISD",78,89,70,73,83,76,81,89,84,63,83,58,88,69,92,79,81,-1,71,87,71,79,96,100,65,90,33,100,50,71,73,.,-1,60,83,-1,-1,-1,-1,.,.,-1,-1,-1,-1
"'153907",77,-1,.,56,100,-1,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,46,50,60,75,86,93,56,94,80,50,40,75,75,75,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,67,50,50,62,73,80,90,58,92,-1,-1,39,72,83,78,78,42,-1,66,93,80,90,60,100,-1,-1,-1,-1,-1,-1,70,55,-1,65,76,-1,-1,75,92,-1,-1,43,71,69,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,50,40,55,62,-1,-1,-1,-1,-1,-1,31,69,83,67,53,33,40,42,68,-1,-1,-1,-1,-1,-1,-1,-1,.,.,43,-1,.,33,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,-1,-1,45,75,-1,-1,-1,-1,.,.,-1,-1,-1,-1,"WILSON ISD",63,50,-1,50,79,-1,-1,-1,-1,-1,-1,29,86,-1,-1,70,42,-1,68,72,-1,-1,-1,-1,-1,-1,-1,-1,83,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'154901",71,67,72,68,74,74,79,96,97,44,49,59,77,72,71,65,-1,-1,60,69,75,88,93,100,22,28,30,40,79,79,100,-1,-1,100,100,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,73,69,75,70,76,80,79,90,90,48,54,62,83,77,77,72,69,84,72,73,86,72,86,76,63,54,50,81,85,69,72,66,74,69,74,78,77,90,88,47,53,60,82,75,73,76,75,82,72,80,75,77,93,93,47,56,61,85,78,82,72,68,65,69,76,76,81,94,92,44,53,66,83,72,79,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,71,62,67,69,72,85,81,87,86,49,52,63,80,75,72,72,60,73,71,73,76,78,90,84,60,47,53,81,84,76,70,25,91,77,64,91,69,97,73,78,50,63,53,83,53,75,69,77,71,78,82,78,88,91,50,58,64,86,77,77,"MADISONVILLE CISD",73,68,74,70,75,81,78,90,90,43,48,65,81,76,77,77,74,79,71,83,74,85,91,88,71,78,42,92,78,78,71,.,-1,65,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'154903",89,.,-1,92,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,-1,.,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,43,63,64,72,17,43,76,85,98,85,65,81,82,68,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,64,27,85,59,70,8,50,70,75,100,83,66,69,88,61,67,38,54,63,70,13,44,70,90,100,80,79,96,75,50,63,-1,-1,64,61,-1,-1,-1,-1,-1,-1,60,80,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,50,75,65,74,21,43,86,79,95,90,50,63,92,94,64,25,61,59,68,-1,-1,67,75,100,80,65,60,79,69,56,-1,-1,43,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,47,63,65,72,17,42,73,83,97,88,67,81,79,71,"NORTH ZULCH ISD",65,44,61,58,72,15,50,67,92,96,92,63,80,78,62,75,40,70,76,73,-1,-1,100,70,100,75,68,82,90,83,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.
"'155901",61,-1,-1,32,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,-1,.,44,68,-1,-1,-1,-1,-1,-1,20,90,83,92,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,39,75,51,69,57,53,69,75,40,48,43,83,62,82,61,43,81,54,67,53,47,79,50,52,43,44,76,68,92,59,32,74,51,68,59,50,76,76,44,48,39,84,60,77,62,46,76,53,71,51,51,83,81,31,50,39,87,72,80,63,46,86,44,86,-1,-1,-1,-1,-1,-1,17,83,40,79,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,58,33,74,48,67,65,55,57,70,47,47,48,77,49,84,58,8,75,51,65,44,44,70,71,50,43,37,79,64,76,52,0,88,42,63,40,63,44,56,59,58,41,55,50,65,60,38,68,51,69,61,57,64,81,35,49,52,86,58,76,"JEFFERSON ISD",59,38,75,50,68,52,53,70,70,38,44,43,80,63,84,63,42,74,53,73,90,55,68,93,46,58,43,91,58,72,60,-1,-1,46,75,-1,-1,-1,-1,33,67,.,.,.,.
"'156902",69,61,71,67,72,82,70,57,64,83,58,35,70,100,100,80,-1,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,74,56,73,68,79,76,88,82,79,82,61,28,90,79,84,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,71,56,69,66,77,78,86,79,77,85,57,20,86,89,88,75,56,76,68,81,68,89,85,88,84,55,27,92,80,84,71,50,71,64,79,74,87,80,76,81,60,24,90,76,85,80,.,.,100,60,-1,-1,.,.,-1,-1,.,.,-1,-1,72,56,70,67,78,88,86,80,71,79,66,29,89,78,84,74,50,81,66,82,73,88,88,76,86,59,26,86,82,92,68,57,75,64,73,67,83,75,63,92,50,50,80,50,83,79,72,77,76,81,80,88,86,84,79,60,46,90,85,85,"STANTON ISD",73,56,72,66,79,73,90,84,77,76,61,28,89,82,82,76,56,77,72,79,87,79,77,84,93,61,25,96,67,92,50,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.
"'156905",86,.,-1,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,88,67,69,81,61,83,74,83,38,72,80,98,69,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,-1,-1,71,76,70,80,-1,-1,-1,-1,-1,-1,-1,-1,74,78,43,67,82,64,86,64,94,42,75,71,100,79,88,80,70,-1,70,92,-1,-1,70,100,-1,-1,80,100,63,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,100,88,70,80,57,79,80,75,35,70,85,96,64,68,76,-1,-1,73,78,-1,-1,-1,-1,-1,-1,83,92,50,79,77,.,-1,80,75,.,.,.,.,.,.,-1,-1,-1,-1,72,95,63,68,76,60,83,75,75,36,75,80,95,75,64,"GRADY ISD",73,90,64,67,79,60,80,71,77,39,68,81,97,66,84,81,83,-1,75,89,-1,-1,80,100,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.
"'157901",72,-1,93,76,68,67,33,94,50,70,100,-1,-1,90,70,80,-1,-1,-1,83,-1,-1,-1,-1,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,81,81,71,81,64,67,78,84,54,79,64,85,85,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,69,83,70,75,59,54,82,78,64,67,53,71,89,94,80,92,81,75,85,70,72,78,89,54,91,82,86,81,93,73,69,89,69,77,61,59,69,66,50,81,67,72,90,89,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,72,75,81,67,78,58,63,77,80,53,63,48,84,88,92,75,71,88,70,79,63,50,90,74,58,83,47,81,82,94,61,40,-1,48,75,40,50,64,71,-1,-1,-1,-1,-1,-1,78,86,76,72,84,65,74,82,95,57,78,63,88,77,95,"MASON ISD",77,85,80,72,82,67,70,73,88,59,78,61,89,84,91,71,50,85,64,78,50,58,100,69,42,83,71,75,86,100,82,-1,-1,56,100,.,.,-1,-1,-1,-1,-1,-1,.,-1
