DISTRICT,ASVAB_STATUS,CNTYNAME,COUNTY,DFLALTED,DFLCHART,DISTNAME,D_RATING,OUTCOME,REGION
"'232904"," ","UVALDE","'232","N","N","UTOPIA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'233901","ASVAB Alternative Test Offered","VAL VERDE","'233","N","N","SAN FELIPE-DEL RIO CISD","Not Rated: Declared State of Disaster","Needs Assistance","'15"
"'233903"," ","VAL VERDE","'233","N","N","COMSTOCK ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'234801","ASVAB Test not Offered","VAN ZANDT","'234","Y","Y","RANCH ACADEMY","Not Rated","Meets Requirements","'07"
"'234902"," ","VAN ZANDT","'234","N","N","CANTON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'10"
"'234903"," ","VAN ZANDT","'234","N","N","EDGEWOOD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'234904"," ","VAN ZANDT","'234","N","N","GRAND SALINE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'234905"," ","VAN ZANDT","'234","N","N","MARTINS MILL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'234906"," ","VAN ZANDT","'234","N","N","VAN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'234907"," ","VAN ZANDT","'234","N","N","WILLS POINT ISD","Not Rated: Declared State of Disaster","Needs Assistance","'10"
"'234909"," ","VAN ZANDT","'234","N","N","FRUITVALE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'235901"," ","VICTORIA","'235","N","N","BLOOMINGTON ISD","Not Rated: Declared State of Disaster","Needs Assistance","'03"
"'235902"," ","VICTORIA","'235","N","N","VICTORIA ISD","Not Rated: Declared State of Disaster","Needs Intervention","'03"
"'235904"," ","VICTORIA","'235","N","N","NURSERY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'236801"," ","WALKER","'236","Y","Y","RAVEN SCHOOL","Not Rated","Meets Requirements","'06"
"'236802"," ","WALKER","'236","N","Y","SAM HOUSTON STATE UNIVERSITY CHART","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'236901"," ","WALKER","'236","N","N","NEW WAVERLY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'236902"," ","WALKER","'236","N","N","HUNTSVILLE ISD","Not Rated: Declared State of Disaster","Needs Intervention","'06"
"'237902"," ","WALLER","'237","N","N","HEMPSTEAD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'04"
"'237904"," ","WALLER","'237","N","N","WALLER ISD","Not Rated: Declared State of Disaster","Needs Assistance","'04"
"'237905"," ","WALLER","'237","N","N","ROYAL ISD","Not Rated: Declared State of Disaster","Needs Assistance","'04"
"'238902"," ","WARD","'238","N","N","MONAHANS-WICKETT-PYOTE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'238904"," ","WARD","'238","N","N","GRANDFALLS-ROYALTY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'239901"," ","WASHINGTON","'239","N","N","BRENHAM ISD","Not Rated: Declared State of Disaster","Needs Assistance","'06"
"'239903"," ","WASHINGTON","'239","N","N","BURTON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'240801"," ","WEBB","'240","Y","Y","TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO","Not Rated: Declared State of Disaster","Meets Requirements","'01"
"'240901"," ","WEBB","'240","N","N","LAREDO ISD","Not Rated: Declared State of Disaster","Needs Intervention","'01"
"'240903"," ","WEBB","'240","N","N","UNITED ISD","Not Rated: Declared State of Disaster","Needs Intervention","'01"
"'240904"," ","WEBB","'240","N","N","WEBB CISD","Not Rated: Declared State of Disaster","Meets Requirements","'01"
"'241901"," ","WHARTON","'241","N","N","BOLING ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'241902"," ","WHARTON","'241","N","N","EAST BERNARD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'241903"," ","WHARTON","'241","N","N","EL CAMPO ISD","Not Rated: Declared State of Disaster","Needs Assistance","'03"
"'241904"," ","WHARTON","'241","N","N","WHARTON ISD","Not Rated: Declared State of Disaster","Needs Intervention","'03"
"'241906"," ","WHARTON","'241","N","N","LOUISE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'242902"," ","WHEELER","'242","N","N","SHAMROCK ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'242903"," ","WHEELER","'242","N","N","WHEELER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'242905"," ","WHEELER","'242","N","N","KELTON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'242906"," ","WHEELER","'242","N","N","FORT ELLIOTT CISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'243901"," ","WICHITA","'243","N","N","BURKBURNETT ISD","Not Rated: Declared State of Disaster","Needs Assistance","'09"
"'243902"," ","WICHITA","'243","N","N","ELECTRA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'243903"," ","WICHITA","'243","N","N","IOWA PARK CISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'243905"," ","WICHITA","'243","N","N","WICHITA FALLS ISD","Not Rated: Declared State of Disaster","Needs Substantial Intervention","'09"
"'243906"," ","WICHITA","'243","N","N","CITY VIEW ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'244901"," ","WILBARGER","'244","N","N","HARROLD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'244903"," ","WILBARGER","'244","N","N","VERNON ISD","Not Rated: Declared State of Disaster","Needs Assistance","'09"
"'244905"," ","WILBARGER","'244","N","N","NORTHSIDE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'245901"," ","WILLACY","'245","N","N","LASARA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'01"
"'245902"," ","WILLACY","'245","N","N","LYFORD CISD","Not Rated: Declared State of Disaster","Meets Requirements","'01"
"'245903"," ","WILLACY","'245","N","N","RAYMONDVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'01"
"'245904"," ","WILLACY","'245","N","N","SAN PERLITA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'01"
"'246801"," ","WILLIAMSON","'246","N","Y","MERIDIAN WORLD SCHOOL LLC","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'246802"," ","WILLIAMSON","'246","N","Y","GOODWATER MONTESSORI SCHOOL","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'246902"," ","WILLIAMSON","'246","N","N","FLORENCE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'246904"," ","WILLIAMSON","'246","N","N","GEORGETOWN ISD","Not Rated: Declared State of Disaster","Needs Assistance","'13"
"'246905"," ","WILLIAMSON","'246","N","N","GRANGER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'246906"," ","WILLIAMSON","'246","N","N","HUTTO ISD","Not Rated: Declared State of Disaster","Needs Assistance","'13"
"'246907"," ","WILLIAMSON","'246","N","N","JARRELL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'246908"," ","WILLIAMSON","'246","N","N","LIBERTY HILL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'246909"," ","WILLIAMSON","'246","N","N","ROUND ROCK ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'246911"," ","WILLIAMSON","'246","N","N","TAYLOR ISD","Not Rated: Declared State of Disaster","Needs Assistance","'13"
"'246912"," ","WILLIAMSON","'246","N","N","THRALL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'246913"," ","WILLIAMSON","'246","N","N","LEANDER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'246914"," ","WILLIAMSON","'246","N","N","COUPLAND ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'247901"," ","WILSON","'247","N","N","FLORESVILLE ISD","Not Rated: Declared State of Disaster","Needs Assistance","'20"
"'247903"," ","WILSON","'247","N","N","LA VERNIA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'247904"," ","WILSON","'247","N","N","POTH ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'247906"," ","WILSON","'247","N","N","STOCKDALE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'248901"," ","WINKLER","'248","N","N","KERMIT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'248902"," ","WINKLER","'248","N","N","WINK-LOVING ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'249901"," ","WISE","'249","N","N","ALVORD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'249902"," ","WISE","'249","N","N","BOYD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'249903"," ","WISE","'249","N","N","BRIDGEPORT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'249904"," ","WISE","'249","N","N","CHICO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'249905"," ","WISE","'249","N","N","DECATUR ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'249906"," ","WISE","'249","N","N","PARADISE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'249908"," ","WISE","'249","N","N","SLIDELL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'250902"," ","WOOD","'250","N","N","HAWKINS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'250903"," ","WOOD","'250","N","N","MINEOLA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'250904"," ","WOOD","'250","N","N","QUITMAN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'250905"," ","WOOD","'250","N","N","YANTIS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'250906"," ","WOOD","'250","N","N","ALBA-GOLDEN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'250907"," ","WOOD","'250","N","N","WINNSBORO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'251901"," ","YOAKUM","'251","N","N","DENVER CITY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'251902"," ","YOAKUM","'251","N","N","PLAINS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'252901"," ","YOUNG","'252","N","N","GRAHAM ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'252902"," ","YOUNG","'252","N","N","NEWCASTLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'252903"," ","YOUNG","'252","N","N","OLNEY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'253901"," ","ZAPATA","'253","N","N","ZAPATA COUNTY ISD","Not Rated: Declared State of Disaster","Needs Assistance","'01"
"'254901"," ","ZAVALA","'254","N","N","CRYSTAL CITY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'254902"," ","ZAVALA","'254","N","N","LA PRYOR ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
