DISTRICT,DD000A00200019R,DD000AA1200019R,DD000AE2200019R,DD000AM0200019R,DD000AR0200019R,DD004AM0200019R,DD004AR0200019R,DD005AM0200019R,DD005AR0200019R,DD006AM0200019R,DD006AR0200019R,DD007AM0200019R,DD007AR0200019R,DD008AM0200019R,DD008AR0200019R,DD200A00200019R,DD200AA1200019R,DD200AE2200019R,DD200AM0200019R,DD200AR0200019R,DD204AM0200019R,DD204AR0200019R,DD205AM0200019R,DD205AR0200019R,DD206AM0200019R,DD206AR0200019R,DD207AM0200019R,DD207AR0200019R,DD208AM0200019R,DD208AR0200019R,DD300A00200019R,DD300AA1200019R,DD300AE2200019R,DD300AM0200019R,DD300AR0200019R,DD304AM0200019R,DD304AR0200019R,DD305AM0200019R,DD305AR0200019R,DD306AM0200019R,DD306AR0200019R,DD307AM0200019R,DD307AR0200019R,DD308AM0200019R,DD308AR0200019R,DD400A00200019R,DD400AA1200019R,DD400AE2200019R,DD400AM0200019R,DD400AR0200019R,DD404AM0200019R,DD404AR0200019R,DD405AM0200019R,DD405AR0200019R,DD406AM0200019R,DD406AR0200019R,DD407AM0200019R,DD407AR0200019R,DD408AM0200019R,DD408AR0200019R,DDA00A00200019R,DDA00AA1200019R,DDA00AE2200019R,DDA00AM0200019R,DDA00AR0200019R,DDA04AM0200019R,DDA04AR0200019R,DDA05AM0200019R,DDA05AR0200019R,DDA06AM0200019R,DDA06AR0200019R,DDA07AM0200019R,DDA07AR0200019R,DDA08AM0200019R,DDA08AR0200019R,DDB00A00200019R,DDB00AA1200019R,DDB00AE2200019R,DDB00AM0200019R,DDB00AR0200019R,DDB04AM0200019R,DDB04AR0200019R,DDB05AM0200019R,DDB05AR0200019R,DDB06AM0200019R,DDB06AR0200019R,DDB07AM0200019R,DDB07AR0200019R,DDB08AM0200019R,DDB08AR0200019R,DDE00A00200019R,DDE00AA1200019R,DDE00AE2200019R,DDE00AM0200019R,DDE00AR0200019R,DDE04AM0200019R,DDE04AR0200019R,DDE05AM0200019R,DDE05AR0200019R,DDE06AM0200019R,DDE06AR0200019R,DDE07AM0200019R,DDE07AR0200019R,DDE08AM0200019R,DDE08AR0200019R,DDF00A00200019R,DDF00AA1200019R,DDF00AE2200019R,DDF00AM0200019R,DDF00AR0200019R,DDF04AM0200019R,DDF04AR0200019R,DDF05AM0200019R,DDF05AR0200019R,DDF06AM0200019R,DDF06AR0200019R,DDF07AM0200019R,DDF07AR0200019R,DDF08AM0200019R,DDF08AR0200019R,DDH00A00200019R,DDH00AA1200019R,DDH00AE2200019R,DDH00AM0200019R,DDH00AR0200019R,DDH04AM0200019R,DDH04AR0200019R,DDH05AM0200019R,DDH05AR0200019R,DDH06AM0200019R,DDH06AR0200019R,DDH07AM0200019R,DDH07AR0200019R,DDH08AM0200019R,DDH08AR0200019R,DDI00A00200019R,DDI00AA1200019R,DDI00AE2200019R,DDI00AM0200019R,DDI00AR0200019R,DDI04AM0200019R,DDI04AR0200019R,DDI05AM0200019R,DDI05AR0200019R,DDI06AM0200019R,DDI06AR0200019R,DDI07AM0200019R,DDI07AR0200019R,DDI08AM0200019R,DDI08AR0200019R,DDM00A00200019R,DDM00AA1200019R,DDM00AE2200019R,DDM00AM0200019R,DDM00AR0200019R,DDM04AM0200019R,DDM04AR0200019R,DDM05AM0200019R,DDM05AR0200019R,DDM06AM0200019R,DDM06AR0200019R,DDM07AM0200019R,DDM07AR0200019R,DDM08AM0200019R,DDM08AR0200019R,DDR00A00200019R,DDR00AA1200019R,DDR00AE2200019R,DDR00AM0200019R,DDR00AR0200019R,DDR04AM0200019R,DDR04AR0200019R,DDR05AM0200019R,DDR05AR0200019R,DDR06AM0200019R,DDR06AR0200019R,DDR07AM0200019R,DDR07AR0200019R,DDR08AM0200019R,DDR08AR0200019R,DDS00A00200019R,DDS00AA1200019R,DDS00AE2200019R,DDS00AM0200019R,DDS00AR0200019R,DDS04AM0200019R,DDS04AR0200019R,DDS05AM0200019R,DDS05AR0200019R,DDS06AM0200019R,DDS06AR0200019R,DDS07AM0200019R,DDS07AR0200019R,DDS08AM0200019R,DDS08AR0200019R,DDW00A00200019R,DDW00AA1200019R,DDW00AE2200019R,DDW00AM0200019R,DDW00AR0200019R,DDW04AM0200019R,DDW04AR0200019R,DDW05AM0200019R,DDW05AR0200019R,DDW06AM0200019R,DDW06AR0200019R,DDW07AM0200019R,DDW07AR0200019R,DDW08AM0200019R,DDW08AR0200019R,DISTNAME,DNC00A00200019R,DNC00AA1200019R,DNC00AE2200019R,DNC00AM0200019R,DNC00AR0200019R,DNC04AM0200019R,DNC04AR0200019R,DNC05AM0200019R,DNC05AR0200019R,DNC06AM0200019R,DNC06AR0200019R,DNC07AM0200019R,DNC07AR0200019R,DNC08AM0200019R,DNC08AR0200019R,DNM00A00200019R,DNM00AA1200019R,DNM00AE2200019R,DNM00AM0200019R,DNM00AR0200019R,DNM04AM0200019R,DNM04AR0200019R,DNM05AM0200019R,DNM05AR0200019R,DNM06AM0200019R,DNM06AR0200019R,DNM07AM0200019R,DNM07AR0200019R,DNM08AM0200019R,DNM08AR0200019R,DNS00A00200019R,DNS00AA1200019R,DNS00AE2200019R,DNS00AM0200019R,DNS00AR0200019R,DNS04AM0200019R,DNS04AR0200019R,DNS05AM0200019R,DNS05AR0200019R,DNS06AM0200019R,DNS06AR0200019R,DNS07AM0200019R,DNS07AR0200019R,DNS08AM0200019R,DNS08AR0200019R
"'143901",68,-1,-1,63,73,50,80,-1,-1,-1,-1,-1,-1,-1,-1,68,-1,50,75,63,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,69,67,68,66,54,64,88,70,65,38,51,82,89,80,64,42,33,68,60,69,69,82,61,33,58,-1,-1,81,73,62,57,63,62,61,51,60,81,64,61,38,50,77,83,83,69,76,67,72,67,59,70,94,59,68,43,52,84,89,85,64,65,67,61,67,41,70,82,64,71,37,42,84,81,92,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,65,59,67,65,65,49,59,83,80,61,32,50,80,88,76,63,48,50,63,63,46,54,89,58,61,40,45,83,88,83,49,40,65,49,49,39,28,77,25,36,21,13,63,67,71,69,73,73,71,67,56,60,91,73,66,37,54,82,93,78,"HALLETTSVILLE ISD",68,69,64,69,67,57,67,89,68,62,38,51,84,90,79,66,69,73,67,65,45,55,84,76,71,38,50,74,83,83,55,-1,-1,67,46,-1,-1,.,.,-1,-1,-1,-1,-1,-1
"'143902",62,-1,.,61,62,42,50,-1,-1,-1,-1,10,80,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,81,92,74,73,56,64,92,90,62,40,58,88,95,68,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,75,81,100,76,74,50,44,88,91,85,50,58,88,90,60,79,100,100,77,80,62,69,95,91,50,41,67,94,100,89,72,72,100,72,71,36,43,89,92,82,36,45,86,89,56,-1,-1,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,69,63,75,71,66,40,50,90,90,71,39,50,82,90,50,67,60,100,65,68,-1,-1,92,100,55,32,39,89,100,50,55,-1,-1,41,68,-1,-1,-1,-1,25,33,25,88,-1,-1,76,92,88,77,76,68,77,100,86,50,46,72,89,100,80,"MOULTON ISD",75,87,93,75,75,59,68,95,92,58,39,55,87,100,73,68,-1,-1,73,64,-1,-1,86,86,75,42,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.
"'143903",67,.,.,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,61,-1,-1,-1,70,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,82,75,76,69,66,68,94,79,53,32,70,83,89,78,63,100,-1,79,46,-1,-1,.,.,80,20,.,.,-1,-1,65,75,65,70,60,59,62,92,77,47,13,50,80,97,81,74,84,74,79,69,54,73,100,83,60,33,73,77,92,75,65,63,70,67,63,72,72,88,75,29,7,60,70,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,71,79,75,74,69,74,64,89,76,46,31,66,89,87,80,64,71,-1,65,63,55,55,70,65,29,7,60,90,90,70,56,63,90,53,60,-1,-1,63,69,29,0,36,93,-1,-1,74,86,76,78,70,73,64,95,82,54,38,71,84,89,75,"SHINER ISD",72,90,75,76,68,60,72,91,76,55,30,76,82,86,78,74,43,67,75,72,83,56,100,88,44,44,50,85,100,78,78,.,-1,86,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'143904",-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,-1,.,61,71,14,46,76,85,67,61,75,81,85,80,60,.,.,60,60,-1,-1,-1,-1,-1,-1,.,.,-1,-1,59,-1,.,45,73,11,50,50,100,-1,-1,-1,-1,90,80,70,.,.,65,76,0,50,86,100,80,60,70,90,81,75,40,.,.,30,50,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,-1,.,57,65,25,44,70,75,-1,-1,-1,-1,-1,-1,69,.,.,61,78,-1,-1,-1,-1,.,.,-1,-1,-1,-1,63,.,.,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,69,-1,.,67,72,10,55,79,82,83,50,92,92,83,78,"VYSEHRAD ISD",68,-1,.,66,70,10,50,94,83,83,67,-1,-1,81,75,62,.,.,52,71,-1,-1,56,88,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.
"'143905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,86,.,58,76,39,71,97,86,34,41,29,100,89,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,-1,.,60,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,-1,.,52,75,40,65,100,92,25,50,33,100,-1,-1,71,.,.,58,85,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,-1,.,64,76,-1,-1,96,83,40,35,25,100,100,100,63,.,.,53,72,-1,-1,-1,-1,-1,-1,10,100,-1,-1,63,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,66,86,.,58,73,40,65,100,85,32,39,25,100,89,90,"SWEET HOME ISD",65,86,.,56,74,38,67,96,88,37,37,29,100,89,90,81,.,.,75,88,-1,-1,100,80,-1,-1,.,.,.,.,70,-1,.,50,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'143906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,.,.,81,65,80,55,89,61,-1,-1,75,63,83,100,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,75,.,.,82,68,-1,-1,80,80,-1,-1,-1,-1,-1,-1,80,.,.,88,73,92,75,90,40,-1,-1,100,83,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,.,.,69,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,.,.,57,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,.,.,82,64,78,50,89,61,-1,-1,83,67,83,100,"EZZELL ISD",72,.,.,83,62,83,61,-1,-1,-1,-1,80,60,-1,-1,75,.,.,77,73,-1,-1,80,80,.,.,-1,-1,-1,-1,63,.,.,75,50,-1,-1,-1,-1,.,.,-1,-1,.,.
"'144901",72,73,54,73,70,68,79,92,66,43,36,64,90,92,89,57,.,-1,59,55,-1,-1,-1,-1,33,50,-1,-1,-1,-1,83,-1,-1,-1,90,.,.,.,.,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,78,64,75,69,83,73,92,74,42,36,66,86,93,85,70,68,60,75,64,90,100,95,68,27,27,86,68,91,77,70,74,61,73,67,79,70,93,73,38,32,65,84,95,82,75,84,63,78,72,78,73,96,84,43,41,74,89,94,82,72,78,64,75,69,78,77,90,70,45,34,64,86,92,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,71,66,72,66,89,74,89,64,41,31,59,82,91,88,69,71,52,72,67,78,76,92,69,35,28,64,87,93,89,52,42,37,55,50,75,58,92,77,22,16,31,58,80,75,74,81,63,78,72,96,69,96,83,42,38,66,93,93,92,"GIDDINGS ISD",72,77,61,76,69,83,77,92,73,41,32,68,88,94,85,71,81,74,72,69,82,55,92,78,45,47,55,77,87,84,54,70,-1,60,48,-1,-1,80,40,20,0,30,60,-1,-1
"'144902",70,-1,-1,77,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,-1,-1,53,58,-1,-1,50,90,67,42,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,84,69,72,65,66,59,72,73,61,32,63,78,92,74,65,75,56,66,64,-1,-1,-1,-1,-1,-1,50,75,-1,-1,66,82,67,70,62,59,48,60,73,71,21,67,88,86,75,69,88,74,74,64,69,55,71,75,60,30,72,81,92,67,71,89,75,76,65,65,62,86,61,61,11,69,81,86,82,-1,.,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,68,80,62,71,65,65,63,73,70,62,33,52,74,93,79,64,68,65,65,64,58,65,67,77,43,24,55,68,95,75,61,67,55,60,61,67,56,-1,-1,28,28,58,83,80,85,69,84,69,73,65,69,63,71,74,58,33,69,78,94,72,"LEXINGTON ISD",70,83,75,74,65,70,63,73,71,65,31,61,75,94,76,65,91,52,68,62,57,50,68,76,50,33,68,86,88,69,75,-1,.,88,63,-1,-1,-1,-1,.,.,.,.,.,-1
"'144903",84,-1,.,80,89,-1,-1,-1,-1,-1,-1,-1,-1,.,.,75,-1,.,80,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,82,83,70,69,41,41,75,79,50,45,100,92,93,100,60,-1,-1,57,63,-1,-1,60,80,-1,-1,-1,-1,-1,-1,69,88,-1,71,67,39,39,78,67,57,57,-1,-1,-1,-1,70,83,-1,74,67,57,43,71,71,58,50,-1,-1,90,100,79,-1,-1,77,80,50,60,-1,-1,67,67,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,80,-1,65,72,-1,-1,79,86,40,40,-1,-1,-1,-1,86,-1,-1,88,85,-1,-1,-1,-1,80,60,-1,-1,-1,-1,70,-1,-1,65,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,-1,-1,75,63,-1,-1,-1,-1,-1,-1,.,.,-1,-1,"DIME BOX ISD",76,78,-1,76,76,60,60,77,82,57,50,100,90,90,100,55,-1,-1,56,55,25,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.
"'145901",66,100,-1,67,65,39,72,80,63,39,22,70,84,87,83,65,-1,.,57,75,-1,-1,-1,-1,.,.,-1,-1,-1,-1,100,-1,.,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,94,75,71,67,55,64,75,69,38,28,64,79,93,82,69,-1,-1,62,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,96,74,69,67,50,68,76,73,40,30,64,78,89,80,72,97,71,74,70,45,66,82,65,42,44,60,87,95,79,66,93,71,67,65,44,65,84,70,31,22,69,80,88,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,90,80,68,64,61,64,69,72,35,18,68,72,91,84,67,95,74,67,67,45,73,74,72,37,17,58,79,90,84,63,-1,80,64,61,-1,-1,-1,-1,33,50,50,42,86,71,71,94,77,74,67,68,64,73,64,43,33,59,78,98,80,"BUFFALO ISD",68,92,75,69,67,53,68,76,69,36,28,62,78,95,81,72,100,75,76,68,67,44,72,67,50,28,72,81,86,86,67,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.
"'145902",56,-1,.,50,67,-1,-1,-1,-1,-1,.,.,-1,-1,-1,61,.,.,71,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,75,73,70,67,58,67,88,73,42,42,65,77,82,70,63,80,-1,62,64,-1,-1,-1,-1,40,60,40,90,100,60,66,74,68,65,67,41,54,91,84,46,43,57,83,90,80,67,90,59,69,64,50,71,92,77,42,41,61,83,84,60,63,69,-1,67,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,71,58,87,72,70,68,63,87,71,43,43,68,71,80,80,70,71,63,71,70,40,63,88,75,43,17,60,73,91,85,70,75,-1,68,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,76,77,72,69,65,72,86,71,41,41,64,76,81,74,"CENTERVILLE ISD",70,77,73,71,68,62,71,84,71,43,40,66,78,84,73,66,71,71,67,65,45,55,100,77,39,50,58,72,75,63,-1,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.
"'145906",72,70,-1,59,93,-1,-1,-1,-1,.,.,.,.,-1,-1,67,.,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,60,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,72,74,67,74,64,51,82,91,43,46,64,91,76,85,80,-1,-1,84,76,-1,-1,100,100,-1,-1,-1,-1,-1,-1,68,61,75,65,71,65,46,79,94,50,42,56,91,68,82,75,75,83,70,79,66,50,81,86,36,55,69,95,75,86,74,67,88,65,83,50,56,78,94,-1,-1,-1,-1,61,94,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1,67,68,65,65,69,63,52,83,96,46,41,58,86,78,83,68,67,69,66,70,63,48,87,92,46,33,41,100,75,84,65,-1,-1,69,60,100,42,100,80,43,29,-1,-1,-1,-1,69,71,68,66,72,65,48,80,88,42,50,62,91,78,79,"NORMANGEE ISD",69,74,68,66,71,62,48,79,88,36,36,72,97,70,85,74,64,83,69,78,68,56,91,100,54,62,57,86,87,83,90,-1,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.
"'145907",-1,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,50,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,68,90,61,75,50,45,71,86,57,57,50,86,82,86,60,-1,-1,69,50,-1,-1,.,.,-1,-1,-1,-1,-1,-1,67,67,88,60,73,56,50,67,100,50,50,55,85,79,79,67,69,88,54,80,-1,-1,-1,-1,-1,-1,42,83,-1,-1,78,.,-1,73,81,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,-1,93,65,72,58,42,67,83,59,50,60,90,83,83,66,67,86,56,77,-1,-1,-1,-1,58,67,-1,-1,70,90,44,.,-1,-1,50,-1,-1,-1,-1,-1,-1,.,.,.,.,68,86,95,53,82,43,50,-1,-1,56,78,-1,-1,71,86,"OAKWOOD ISD",70,70,95,61,78,50,67,-1,-1,75,42,44,83,79,93,65,67,-1,61,70,-1,-1,80,100,44,67,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.
"'145911",70,90,93,68,71,50,33,85,92,21,14,75,95,82,68,50,-1,.,50,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,88,.,.,100,75,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,67,73,67,69,61,46,89,88,23,23,68,90,86,79,67,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,63,63,69,62,64,52,41,84,86,31,28,60,85,82,75,73,77,71,74,72,61,41,89,84,22,22,78,93,98,91,66,83,76,66,66,56,44,86,88,26,21,75,94,87,77,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,63,57,75,60,66,61,50,88,94,23,24,57,86,73,67,64,53,83,61,68,61,47,84,92,24,24,57,83,86,73,57,-1,100,48,64,-1,-1,100,100,25,28,17,50,63,50,69,60,71,66,72,60,50,90,88,22,23,61,88,87,85,"LEON ISD",69,67,73,67,72,62,49,85,95,23,23,69,88,93,85,64,69,73,67,61,56,31,100,69,21,23,64,100,68,64,75,.,-1,-1,80,.,.,-1,-1,-1,-1,.,.,.,.
"'146901",58,62,63,55,62,68,61,67,79,21,27,44,68,76,74,61,-1,-1,61,62,-1,-1,-1,-1,7,57,61,72,86,71,65,.,-1,78,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,59,62,64,57,62,68,61,69,77,25,31,47,68,76,71,57,55,54,57,56,72,61,71,77,22,17,56,76,80,54,59,61,64,57,62,68,61,68,78,24,30,46,69,75,71,60,70,67,58,63,66,64,68,80,23,33,49,71,79,67,59,63,64,56,63,67,62,67,78,24,30,45,69,76,74,80,.,-1,-1,-1,.,.,.,.,-1,.,.,.,.,.,59,54,62,56,61,69,59,69,75,27,29,46,66,74,75,58,48,58,55,61,68,57,67,83,21,28,40,63,75,72,53,30,67,50,56,79,65,79,81,21,27,10,50,62,49,60,58,66,60,61,69,60,74,76,29,37,53,62,77,64,"CLEVELAND ISD",59,65,65,57,62,74,64,72,78,18,30,45,69,77,68,60,59,64,57,63,63,59,66,77,31,32,49,68,75,75,53,56,-1,60,44,75,-1,86,50,30,15,50,64,-1,-1
"'146902",66,72,66,66,66,64,56,76,85,49,24,53,75,82,90,56,81,63,63,50,59,45,57,57,38,19,56,67,90,50,86,-1,-1,78,92,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,68,68,65,63,61,52,74,81,52,32,55,68,81,82,58,74,76,61,55,41,37,78,81,38,19,48,64,88,68,63,68,66,64,62,59,51,73,81,54,30,51,66,81,80,67,79,70,69,66,60,52,78,85,52,35,59,70,91,86,67,72,69,67,67,64,58,77,84,51,28,56,71,82,87,59,-1,-1,53,65,-1,-1,-1,-1,67,33,-1,-1,-1,-1,62,58,65,62,61,61,51,71,78,52,29,51,65,73,79,62,64,65,62,63,56,48,73,81,44,24,45,65,83,84,51,45,57,48,54,50,48,63,74,36,21,21,58,74,66,63,64,65,64,62,59,49,71,80,56,38,55,65,81,80,"DAYTON ISD",65,67,67,65,64,60,54,75,81,52,31,56,68,79,82,63,73,70,65,61,63,45,71,81,52,34,51,66,88,83,54,58,-1,58,48,61,41,69,73,57,27,-1,-1,-1,-1
"'146903",82,.,.,83,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,79,93,.,83,76,100,90,75,64,74,65,73,77,94,88,100,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,77,-1,.,77,77,100,100,69,63,42,50,71,79,94,89,83,-1,.,82,85,100,100,71,79,60,70,80,90,100,83,79,-1,.,88,71,100,90,83,50,70,70,80,80,100,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,-1,.,83,70,100,85,77,55,79,63,60,50,90,90,72,.,.,72,72,-1,-1,75,67,50,60,60,60,-1,-1,86,.,.,83,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,90,.,79,76,100,86,68,68,75,63,72,72,89,100,"DEVERS ISD",79,93,.,81,77,100,86,72,72,70,60,79,79,92,92,81,.,.,92,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'146904",64,.,-1,72,57,100,75,-1,-1,-1,-1,-1,-1,-1,-1,62,-1,.,65,58,-1,-1,50,71,70,60,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,85,66,69,64,69,55,55,70,55,44,68,72,85,82,75,50,-1,80,69,90,80,-1,-1,70,30,-1,-1,-1,-1,64,81,63,68,60,72,48,59,66,60,44,61,68,78,77,66,91,70,68,65,67,55,53,73,50,43,68,69,87,83,68,95,59,72,63,67,64,59,68,70,47,67,67,86,77,82,-1,.,83,80,-1,-1,-1,-1,-1,-1,.,.,-1,-1,67,80,63,70,63,71,54,58,64,60,45,67,76,83,81,63,75,65,64,62,67,47,50,74,61,44,60,67,77,79,53,39,50,56,50,50,67,50,63,78,44,-1,-1,63,31,66,87,67,68,64,67,52,53,69,51,44,68,77,84,82,"HARDIN ISD",67,85,67,69,64,70,56,55,64,58,48,71,73,82,85,66,88,66,68,65,67,54,55,84,46,33,59,70,90,77,58,-1,-1,75,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'146905",-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,33,-1,-1,-1,20,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,90,57,71,60,37,37,82,65,55,47,80,83,86,69,68,-1,-1,69,66,-1,-1,-1,-1,-1,-1,80,80,-1,-1,63,89,55,68,58,38,38,83,66,55,45,76,82,77,68,68,94,60,71,66,44,47,76,56,40,70,88,91,93,73,63,100,-1,67,58,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,87,55,71,54,27,23,88,75,71,21,71,75,80,65,66,87,56,72,59,45,38,83,64,53,39,76,83,81,69,56,-1,-1,69,43,-1,-1,-1,-1,-1,-1,-1,-1,92,67,66,88,65,72,61,38,33,86,63,54,50,81,83,86,67,"HULL-DAISETTA ISD",67,89,68,70,65,27,50,79,58,54,46,89,83,79,74,63,91,43,72,55,44,26,87,75,56,47,67,83,92,64,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.
