DISTRICT,DD007AMA1221R,DD007AMA1321R,DD007AMA1S21R,DD007ARE1221R,DD007ARE1321R,DD007ARE1S21R,DD007AWR1221R,DD007AWR1321R,DD007AWR1S21R,DD207AMA1221R,DD207AMA1321R,DD207AMA1S21R,DD207ARE1221R,DD207ARE1321R,DD207ARE1S21R,DD207AWR1221R,DD207AWR1321R,DD207AWR1S21R,DD307AMA1221R,DD307AMA1321R,DD307AMA1S21R,DD307ARE1221R,DD307ARE1321R,DD307ARE1S21R,DD307AWR1221R,DD307AWR1321R,DD307AWR1S21R,DD407AMA1221R,DD407AMA1321R,DD407AMA1S21R,DD407ARE1221R,DD407ARE1321R,DD407ARE1S21R,DD407AWR1221R,DD407AWR1321R,DD407AWR1S21R,DDA07AMA1221R,DDA07AMA1321R,DDA07AMA1S21R,DDA07ARE1221R,DDA07ARE1321R,DDA07ARE1S21R,DDA07AWR1221R,DDA07AWR1321R,DDA07AWR1S21R,DDB07AMA1221R,DDB07AMA1321R,DDB07AMA1S21R,DDB07ARE1221R,DDB07ARE1321R,DDB07ARE1S21R,DDB07AWR1221R,DDB07AWR1321R,DDB07AWR1S21R,DDE07AMA1221R,DDE07AMA1321R,DDE07AMA1S21R,DDE07ARE1221R,DDE07ARE1321R,DDE07ARE1S21R,DDE07AWR1221R,DDE07AWR1321R,DDE07AWR1S21R,DDF07AMA1221R,DDF07AMA1321R,DDF07AMA1S21R,DDF07ARE1221R,DDF07ARE1321R,DDF07ARE1S21R,DDF07AWR1221R,DDF07AWR1321R,DDF07AWR1S21R,DDH07AMA1221R,DDH07AMA1321R,DDH07AMA1S21R,DDH07ARE1221R,DDH07ARE1321R,DDH07ARE1S21R,DDH07AWR1221R,DDH07AWR1321R,DDH07AWR1S21R,DDI07AMA1221R,DDI07AMA1321R,DDI07AMA1S21R,DDI07ARE1221R,DDI07ARE1321R,DDI07ARE1S21R,DDI07AWR1221R,DDI07AWR1321R,DDI07AWR1S21R,DDL07AMA1221R,DDL07AMA1321R,DDL07AMA1S21R,DDL07ARE1221R,DDL07ARE1321R,DDL07ARE1S21R,DDL07AWR1221R,DDL07AWR1321R,DDL07AWR1S21R,DDM07AMA1221R,DDM07AMA1321R,DDM07AMA1S21R,DDM07ARE1221R,DDM07ARE1321R,DDM07ARE1S21R,DDM07AWR1221R,DDM07AWR1321R,DDM07AWR1S21R,DDR07AMA1221R,DDR07AMA1321R,DDR07AMA1S21R,DDR07ARE1221R,DDR07ARE1321R,DDR07ARE1S21R,DDR07AWR1221R,DDR07AWR1321R,DDR07AWR1S21R,DDS07AMA1221R,DDS07AMA1321R,DDS07AMA1S21R,DDS07ARE1221R,DDS07ARE1321R,DDS07ARE1S21R,DDS07AWR1221R,DDS07AWR1321R,DDS07AWR1S21R,DDW07AMA1221R,DDW07AMA1321R,DDW07AMA1S21R,DDW07ARE1221R,DDW07ARE1321R,DDW07ARE1S21R,DDW07AWR1221R,DDW07AWR1321R,DDW07AWR1S21R,DISTNAME,DNC07AMA1221R,DNC07AMA1321R,DNC07AMA1S21R,DNC07ARE1221R,DNC07ARE1321R,DNC07ARE1S21R,DNC07AWR1221R,DNC07AWR1321R,DNC07AWR1S21R,DNM07AMA1221R,DNM07AMA1321R,DNM07AMA1S21R,DNM07ARE1221R,DNM07ARE1321R,DNM07ARE1S21R,DNM07AWR1221R,DNM07AWR1321R,DNM07AWR1S21R,DNS07AMA1221R,DNS07AMA1321R,DNS07AMA1S21R,DNS07ARE1221R,DNS07ARE1321R,DNS07ARE1S21R,DNS07AWR1221R,DNS07AWR1321R,DNS07AWR1S21R
"'025904",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,36,27,0,45,9,0,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,25,25,0,38,13,0,38,0,0,33,22,0,44,0,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,33,17,0,50,0,0,50,"BLANKET ISD",0,0,33,22,0,44,11,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'025905",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,0,75,45,5,85,47,5,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,0,67,56,0,89,50,0,75,30,0,70,50,10,90,60,10,80,0,0,40,20,0,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,0,80,40,0,80,33,0,89,17,0,33,17,0,67,20,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,0,86,50,7,93,57,7,93,"MAY ISD",40,0,87,40,0,87,50,0,93,20,0,40,60,20,80,40,20,60,.,.,.,.,.,.,.,.,.
"'025906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,7,36,50,14,79,29,7,64,.,.,.,.,.,.,.,.,.,13,13,25,38,13,88,13,0,75,0,0,20,20,0,80,0,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,11,44,67,22,78,44,11,56,0,0,0,17,0,50,0,0,33,20,0,20,20,0,60,20,0,40,17,0,33,50,8,83,25,8,67,"ZEPHYR ISD",33,11,33,56,11,89,33,11,67,0,0,40,40,20,60,20,0,60,.,.,.,.,.,.,.,.,.
"'025908",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,21,57,36,21,64,19,6,44,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,40,20,60,40,30,60,40,30,70,25,8,42,0,0,40,20,0,60,0,0,17,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,29,0,0,43,11,0,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,33,67,44,33,67,30,10,60,"BROOKESMITH ISD",0,0,50,50,17,83,0,0,33,50,38,63,25,25,50,30,10,50,.,.,.,.,.,.,.,.,.
"'025909",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,45,13,83,62,37,85,41,7,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,8,78,57,30,76,32,3,71,52,15,87,70,43,93,56,11,89,36,4,80,60,32,88,36,4,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,11,77,49,29,74,19,0,67,26,9,63,34,23,69,14,0,54,43,14,43,29,29,57,0,0,14,45,16,84,64,40,85,43,7,80,"EARLY ISD",46,12,86,69,44,92,52,8,83,43,17,77,47,23,73,20,3,73,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'026901",27,0,64,48,14,76,17,0,61,44,11,89,89,56,89,78,44,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,39,13,72,60,33,79,43,16,71,20,20,40,40,20,60,40,20,60,19,8,60,39,20,64,28,5,57,40,15,76,61,44,85,58,22,78,25,0,65,46,18,69,20,0,53,.,.,.,.,.,.,.,.,.,20,0,53,29,0,64,0,0,47,38,11,69,58,23,72,29,11,63,15,3,44,30,0,64,6,6,44,29,14,64,36,7,50,21,14,57,46,20,76,63,41,83,52,22,78,"CALDWELL ISD",39,12,70,59,33,80,42,14,71,39,17,83,61,35,74,48,26,70,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'026902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,22,85,37,15,70,41,11,56,33,33,83,50,17,67,50,33,67,45,18,86,27,9,64,32,14,45,47,24,82,47,18,71,53,18,65,33,0,100,0,0,67,17,17,17,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,20,90,20,10,70,20,0,40,20,0,80,0,0,20,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,25,75,42,17,67,42,0,58,"SOMERVILLE ISD",50,23,91,41,18,68,41,14,55,40,20,60,20,0,80,40,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'026903",60,20,80,40,20,80,0,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,26,64,33,21,60,23,7,53,25,0,58,8,0,33,8,0,42,37,10,53,27,13,50,17,0,47,53,24,65,35,24,65,22,0,61,46,23,54,38,23,62,15,8,46,.,.,.,.,.,.,.,.,.,60,20,80,40,20,80,0,0,60,44,28,64,32,20,56,24,12,48,30,10,40,15,10,40,5,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,50,81,50,38,81,41,12,71,"SNOOK ISD",46,23,65,27,12,54,15,0,52,50,31,63,44,38,69,38,19,56,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'027903",5,0,35,5,0,45,0,0,23,17,0,17,50,17,67,0,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,2,44,39,22,62,24,6,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,3,41,32,15,55,18,6,48,16,1,39,45,25,71,30,9,60,14,2,50,31,18,60,22,7,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,32,0,0,43,0,0,19,14,3,48,34,19,54,18,4,51,4,1,25,10,5,38,5,1,26,15,4,29,13,8,26,10,8,23,16,3,42,43,25,63,26,6,59,"BURNET CISD",13,2,42,38,21,61,26,8,54,22,2,49,43,25,67,18,0,58,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'027904",8,0,39,29,3,60,9,0,43,-1,-1,-1,25,13,63,25,13,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,9,1,41,38,18,68,25,6,56,20,0,20,33,33,67,33,0,50,8,1,40,31,11,60,16,3,49,5,1,37,43,23,72,30,10,57,6,1,38,26,6,60,13,1,44,.,.,.,.,.,.,.,.,.,8,0,39,29,3,60,9,0,43,12,1,45,35,14,65,20,3,56,5,1,33,23,7,54,10,1,40,11,2,16,17,6,38,13,7,26,14,2,48,52,31,77,37,12,71,"MARBLE FALLS ISD",9,1,43,37,17,68,24,6,55,9,2,35,42,23,69,28,9,60,-1,-1,-1,20,0,60,0,0,60
"'028902",6,1,41,24,8,51,13,2,33,-1,-1,-1,57,14,86,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,8,1,46,32,14,58,18,1,46,0,0,33,0,0,43,0,0,43,6,1,43,26,11,52,13,1,38,10,1,50,34,15,63,25,1,56,6,1,42,28,11,55,15,1,41,.,.,.,.,.,.,.,.,.,6,1,39,17,5,43,5,1,22,5,1,43,29,13,54,10,1,35,6,0,42,24,10,52,11,1,35,7,2,22,7,5,28,3,3,10,19,2,65,49,27,69,31,0,63,"LOCKHART ISD",7,0,45,33,14,60,17,1,48,10,2,49,28,13,53,19,1,39,20,0,40,50,33,67,20,0,20
"'028903",0,0,18,18,5,64,5,0,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0,17,27,8,59,7,1,43,0,0,33,14,0,57,0,0,33,2,0,19,19,7,52,6,1,36,0,0,15,25,6,60,6,2,40,3,0,14,22,5,57,6,2,37,.,.,.,.,.,.,.,.,.,0,0,18,18,5,64,5,0,24,5,0,19,30,10,58,8,0,45,2,0,19,15,2,48,5,2,28,0,0,20,0,0,20,0,0,0,0,0,20,64,29,71,14,0,64,"LULING ISD",0,0,21,29,7,62,6,1,43,7,0,7,20,10,50,11,0,42,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'028906",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,22,9,0,36,9,0,36,.,.,.,.,.,.,.,.,.,0,0,0,13,0,38,13,0,38,0,0,40,17,0,17,0,0,33,0,0,14,0,0,25,13,0,25,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,60,20,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"PRAIRIE LEA ISD",0,0,0,14,0,43,14,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'029901",8,3,40,36,22,62,14,4,56,.,.,.,.,.,.,.,.,.,27,0,55,56,33,72,39,6,72,.,.,.,.,.,.,.,.,.,9,1,45,37,19,66,30,6,63,0,0,40,38,25,75,38,0,63,8,1,45,34,16,63,25,4,60,11,0,48,49,23,78,42,10,77,10,2,39,33,15,64,25,4,61,.,.,.,.,.,.,.,.,.,0,0,14,9,4,35,0,0,26,7,2,42,27,15,55,19,2,50,5,1,27,22,10,46,9,2,41,13,13,31,13,7,20,13,13,13,3,0,63,45,23,68,40,11,66,"CALHOUN COUNTY ISD",10,1,48,39,20,66,32,7,65,4,0,20,24,9,64,20,0,51,.,.,.,-1,-1,-1,-1,-1,-1
"'030901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,5,77,50,23,82,64,9,86,.,.,.,.,.,.,.,.,.,29,6,88,59,24,88,65,12,88,9,0,73,36,18,82,64,9,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,9,82,64,27,82,64,9,73,8,0,69,23,15,69,54,8,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,5,74,42,21,79,58,5,84,"CROSS PLAINS ISD",29,0,71,43,29,79,64,14,86,25,13,88,63,13,88,63,0,88,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'030902",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,15,63,40,19,57,30,7,60,.,.,.,.,.,.,.,.,.,28,14,54,36,14,50,28,6,52,35,16,67,43,22,59,39,10,65,14,14,57,36,29,43,21,14,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,15,59,37,17,56,22,5,56,13,7,37,15,3,28,10,2,32,11,11,11,11,6,22,11,6,17,39,16,63,41,18,59,32,6,61,"CLYDE CISD",40,20,66,45,23,60,35,10,63,23,3,53,27,10,50,17,0,53,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'030903",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,21,89,58,21,84,42,5,84,.,.,.,.,.,.,.,.,.,22,11,89,67,11,89,56,11,78,30,20,90,60,10,80,40,10,80,40,40,60,40,20,60,40,0,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,22,89,56,33,89,44,0,89,30,20,100,60,20,80,30,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,17,100,67,25,92,42,8,83,"BAIRD ISD",45,18,91,64,18,82,45,9,73,25,25,88,50,25,88,38,0,100,.,.,.,.,.,.,.,.,.
"'030906",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,17,65,48,26,65,39,17,61,.,.,.,.,.,.,.,.,.,25,8,58,50,25,67,33,8,67,44,44,67,56,44,67,56,33,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,0,64,43,14,64,29,7,57,20,0,60,60,20,100,20,0,60,20,0,20,20,0,20,20,0,20,35,15,65,50,25,65,40,15,65,"EULA ISD",38,23,69,46,23,62,38,15,62,30,10,60,50,30,70,40,20,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'031901",4,2,22,21,8,46,11,2,40,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,6,2,28,38,19,63,27,7,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,28,36,17,61,24,6,57,4,1,25,43,21,70,33,8,65,6,2,28,38,19,63,27,7,59,.,.,.,.,.,.,.,.,.,1,0,17,13,4,38,5,1,31,8,2,31,34,17,57,22,5,54,3,1,20,20,7,45,10,2,39,13,8,19,18,10,31,11,6,23,-1,-1,-1,43,14,71,63,13,75,"BROWNSVILLE ISD",6,2,27,38,19,64,27,7,61,7,2,33,38,20,58,26,5,50,10,0,10,47,27,67,31,0,69
"'031903",17,4,43,27,13,56,20,4,47,.,.,.,.,.,.,.,.,.,80,0,80,100,20,100,80,0,100,.,.,.,.,.,.,.,.,.,22,7,50,37,19,62,23,6,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,5,45,32,15,59,19,4,51,25,7,52,41,21,68,30,10,66,21,6,49,36,18,62,23,6,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,1,31,14,6,43,5,1,30,19,7,48,33,16,57,18,3,48,6,1,27,13,5,40,6,1,31,16,9,26,21,9,33,13,9,19,29,12,58,50,29,69,26,7,66,"HARLINGEN CISD",22,7,51,37,19,63,24,6,57,18,5,44,37,17,60,20,8,50,25,0,75,75,38,88,50,13,63
"'031905",11,3,34,28,16,47,12,3,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,6,39,33,19,57,17,6,46,.,.,.,.,.,.,.,.,.,12,4,37,28,17,53,17,5,45,16,9,38,38,23,65,17,3,57,14,5,39,33,19,57,17,6,46,.,.,.,.,.,.,.,.,.,0,0,6,0,0,19,0,0,12,14,4,41,29,16,50,18,8,38,6,6,19,14,10,35,12,4,25,28,22,33,44,25,44,38,25,44,-1,-1,-1,.,.,.,.,.,.,"LA FERIA ISD",16,6,44,35,19,56,18,6,46,8,4,17,23,18,59,15,8,46,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'031906",19,7,46,36,16,63,25,6,54,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,21,6,47,42,23,70,31,8,64,.,.,.,.,.,.,.,.,.,19,7,46,38,20,68,28,6,60,20,6,48,46,24,79,36,10,71,20,6,46,42,22,70,30,7,64,.,.,.,.,.,.,.,.,.,5,2,22,13,6,38,4,0,27,22,7,46,39,22,63,26,5,57,7,2,29,19,9,50,11,1,42,17,7,29,21,8,34,18,6,28,47,12,65,52,38,76,45,9,68,"LOS FRESNOS CISD",22,7,48,43,23,72,31,8,64,17,4,45,40,24,65,28,4,62,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'031909",10,3,39,25,13,61,13,2,56,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,13,5,42,37,21,65,25,5,61,.,.,.,.,.,.,.,.,.,9,3,40,34,19,63,22,3,61,11,4,42,36,22,64,32,5,68,10,3,41,37,20,67,24,4,61,.,.,.,.,.,.,.,.,.,4,0,34,18,8,59,8,2,51,15,7,41,38,20,67,20,5,55,7,2,31,24,11,57,18,3,51,33,33,56,44,22,44,36,9,36,40,30,40,44,33,44,40,20,60,"POINT ISABEL ISD",11,4,41,35,22,64,24,5,63,20,10,45,50,17,72,32,5,53,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'031911",8,0,15,8,8,25,0,0,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,3,29,19,6,54,16,4,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,27,18,5,53,15,5,45,9,3,30,24,6,56,21,5,49,7,2,27,18,5,55,15,5,45,.,.,.,.,.,.,.,.,.,0,0,13,0,0,0,0,0,14,7,3,27,14,7,52,10,3,41,0,0,8,0,0,21,0,0,11,0,0,0,0,0,29,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,"RIO HONDO ISD",8,2,25,21,6,57,17,5,45,9,9,45,10,10,40,10,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'031912",4,1,23,31,11,60,14,1,47,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,2,30,33,14,62,19,3,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,29,32,13,61,18,3,53,5,2,28,36,16,69,25,5,60,6,2,29,33,13,62,18,3,55,.,.,.,.,.,.,.,.,.,3,1,17,18,5,44,5,0,34,8,2,31,30,11,55,13,2,50,3,0,19,19,6,46,7,1,37,9,2,13,14,7,25,9,4,19,40,0,60,-1,-1,-1,20,20,80,"SAN BENITO CISD",6,2,30,35,14,63,19,3,57,8,2,29,25,13,58,17,3,49,0,0,0,29,0,43,11,0,33
"'031913",0,0,7,7,0,20,0,0,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,18,18,6,41,3,0,34,.,.,.,.,.,.,.,.,.,0,0,18,18,6,41,3,0,34,0,0,31,15,8,62,0,0,46,0,0,18,18,6,41,3,0,34,.,.,.,.,.,.,.,.,.,0,0,0,8,0,8,0,0,0,0,0,10,19,5,29,5,0,26,0,0,5,6,0,11,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,"SANTA MARIA ISD",0,0,23,23,8,54,4,0,44,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,.,.,.
"'031914",0,0,64,14,7,64,0,0,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0,50,36,18,80,6,0,53,.,.,.,.,.,.,.,.,.,2,0,48,35,17,79,6,0,51,0,0,43,26,9,83,5,0,55,2,0,50,36,18,80,6,0,53,.,.,.,.,.,.,.,.,.,0,0,64,14,7,64,0,0,29,4,0,56,44,26,78,7,0,52,0,0,35,19,3,68,3,0,35,9,0,45,27,0,55,9,0,18,.,.,.,.,.,.,.,.,.,"SANTA ROSA ISD",2,0,51,33,18,80,5,0,52,0,0,40,60,20,80,20,0,60,.,.,.,.,.,.,.,.,.
"'031916",.,.,.,61,42,89,51,24,87,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,81,62,95,80,51,93,.,.,.,.,.,.,.,.,.,.,.,.,73,49,93,62,25,93,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,68,43,90,59,23,90,.,.,.,75,53,95,65,30,95,.,.,.,72,47,93,60,23,92,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,41,32,80,37,14,79,.,.,.,71,44,90,59,20,89,.,.,.,35,25,75,31,13,70,.,.,.,10,10,50,9,9,36,.,.,.,78,59,96,67,22,96,"SOUTH TEXAS ISD",.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,73,49,93,62,25,93,.,.,.,-1,-1,-1,-1,-1,-1
"'032902",33,12,74,24,7,69,16,2,69,50,38,88,50,25,88,38,0,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,43,17,77,44,21,77,34,6,71,32,18,64,32,14,57,25,4,57,40,15,74,39,17,74,30,5,67,39,14,84,47,21,83,38,8,76,45,15,78,35,14,76,24,7,71,.,.,.,.,.,.,.,.,.,19,4,62,8,0,54,4,0,46,45,19,72,41,21,73,32,5,68,28,6,63,17,5,60,8,0,45,31,6,50,25,19,56,19,13,25,42,15,79,55,29,84,47,6,76,"PITTSBURG ISD",46,18,76,45,24,78,37,7,75,34,13,81,40,13,75,28,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'033901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,91,36,100,64,45,91,55,0,73,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86,43,100,43,29,86,29,0,57,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,25,100,50,25,88,38,0,63,"GROOM ISD",88,25,100,50,50,88,50,0,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'033902",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,69,41,87,61,43,78,54,24,76,.,.,.,.,.,.,.,.,.,44,17,78,50,33,61,39,17,61,67,54,88,67,46,83,58,29,92,100,80,100,80,40,100,100,0,100,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,30,87,57,40,73,50,20,63,36,7,57,21,7,36,7,0,36,22,11,56,22,0,22,11,0,11,65,35,85,58,42,75,48,25,73,"PANHANDLE ISD",77,51,92,67,44,85,62,26,79,47,13,73,47,40,60,33,20,67,.,.,.,.,.,.,.,.,.
"'033904",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,11,78,52,22,81,41,11,78,.,.,.,.,.,.,.,.,.,30,10,70,70,30,80,40,10,90,36,14,79,64,36,100,64,21,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,8,77,38,8,62,15,0,62,33,0,83,50,17,83,33,0,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,13,79,50,17,79,38,8,75,"WHITE DEER ISD",43,10,81,52,19,81,33,10,76,17,17,67,50,33,83,67,17,83,.,.,.,.,.,.,.,.,.
"'034901",33,17,67,83,50,100,33,17,100,20,20,100,100,60,100,60,40,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,31,12,63,50,29,72,35,10,67,17,2,41,29,15,51,20,7,49,22,9,58,43,22,67,28,7,59,36,15,70,65,41,85,42,17,77,20,10,70,70,30,100,30,10,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,8,56,33,15,58,26,3,56,10,5,29,19,5,43,10,5,29,30,10,45,35,20,40,35,20,45,41,15,73,55,33,79,41,9,74,"ATLANTA ISD",33,13,67,53,33,76,37,13,71,27,11,54,42,18,63,29,3,58,-1,-1,-1,-1,-1,-1,-1,-1,-1
