DISTRICT,D2HEE20R,D2HEE21R,D3HEE20R,D3HEE21R,D4HEE20R,D4HEE21R,DAHEE20R,DAHEE21R,DBHEE20R,DBHEE21R,DEHEE20R,DEHEE21R,DHHEE20R,DHHEE21R,DIHEE20R,DIHEE21R,DISTNAME,DLHEE20R,DLHEE21R,DSHEE20R,DSHEE21R,DWHEE20R,DWHEE21R
"'170906",57.9,29.4,45.5,53.8,-1,.,50.4,36.4,40.7,24,36.2,27.4,41,29.4,33.3,-1,"MAGNOLIA ISD",14.3,9.3,32.9,14.3,55,40.4
"'170907",-1,-1,-1,.,.,.,33.1,35.6,-1,-1,26.4,29.4,38.1,32.7,-1,-1,"SPLENDORA ISD",0,10.5,16.7,0,31.2,37.8
"'170908",52.6,34.8,66.7,69.2,-1,-1,39.9,36.4,59.4,39.6,33.7,30.2,35.7,30.7,-1,-1,"NEW CANEY ISD",19.1,15.9,16.3,16.3,42.9,44.8
"'171901",-1,-1,44.4,66.7,.,-1,46.1,48.2,-1,-1,36.5,36,43.9,45.6,-1,-1,"DUMAS ISD",8,25,36,25,55.6,55.7
"'171902",.,.,-1,.,.,.,64.9,56.3,.,.,75,36.4,68.2,52.4,.,-1,"SUNRAY COLLEGIATE ISD",-1,.,-1,-1,57.1,70
"'172902",40,-1,.,-1,.,.,40,50.9,51.7,62.5,37.3,46.8,37.5,-1,.,.,"DAINGERFIELD-LONE STAR ISD",-1,-1,30,33.3,28,31.3
"'172905",80,-1,.,.,.,.,52.5,52.6,16.7,50,43.8,60.9,42.9,0,.,.,"PEWITT CISD",.,-1,-1,12.5,55.8,62.2
"'173901",.,-1,.,.,.,.,53.3,44.4,.,.,33.3,42.9,-1,-1,.,.,"MOTLEY COUNTY ISD",.,.,-1,.,63.6,66.7
"'174801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL",.,.,.,.,.,.
"'174901",.,.,.,.,.,.,64.5,70,-1,-1,50,57.1,60,-1,.,.,"CHIRENO ISD",-1,-1,-1,-1,70,66.7
"'174902",-1,-1,.,.,-1,.,45,50,-1,-1,45.5,45.8,-1,33.3,-1,.,"CUSHING ISD",.,.,33.3,20,35.7,47.4
"'174903",.,-1,-1,-1,.,.,77.3,59.3,77.8,69.2,72.2,51.9,-1,83.3,.,.,"GARRISON ISD",.,.,40,0,76.7,46.9
"'174904",-1,100,88.9,83.3,.,.,39.1,36.7,28.8,35,28.8,28.1,40.5,26.9,-1,-1,"NACOGDOCHES ISD",16.1,10.8,13.2,25.7,42.9,43
"'174906",-1,.,-1,.,.,.,61.1,61.4,.,.,34.8,52.4,40,43.8,.,.,"WODEN ISD",-1,-1,40,-1,66.7,68.3
"'174908",-1,-1,.,-1,.,.,70,50.7,-1,-1,43.8,33.3,50,33.3,.,.,"CENTRAL HEIGHTS ISD",.,-1,0,11.1,72.4,57.1
"'174909",-1,.,.,.,.,.,53.8,60,-1,-1,44.4,58.3,-1,-1,.,.,"MARTINSVILLE ISD",.,.,-1,-1,55.6,61.9
"'174910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ETOILE ISD",.,.,.,.,.,.
"'174911",-1,-1,.,.,.,.,52.8,65.4,-1,.,33.3,50,-1,-1,-1,.,"DOUGLASS ISD",.,.,40,-1,56.7,71.4
"'175902",.,60,.,.,.,.,49.3,54.7,20,-1,33.3,59.4,45,56.3,.,.,"BLOOMING GROVE ISD",.,-1,14.3,16.7,54.8,53.7
"'175903",50,40,-1,-1,66.7,33.3,48.1,39,33.8,34,40.8,32.6,46,36.8,-1,.,"CORSICANA ISD",26.1,26.9,14.6,10.5,56.1,44.8
"'175904",.,-1,.,.,.,.,56.7,50,-1,-1,55.6,38.9,60,80,.,-1,"DAWSON ISD",.,-1,-1,-1,57.1,43.5
"'175905",-1,-1,.,.,.,.,61.5,48,.,.,44.4,28.6,50,25,.,.,"FROST ISD",-1,12.5,-1,-1,70.6,66.7
"'175907",.,-1,.,-1,.,.,62.2,56.4,66.7,41.7,51.6,54.2,50,75,.,.,"KERENS ISD",.,.,-1,-1,65,58.8
"'175910",.,-1,.,-1,-1,-1,66.7,60.6,-1,-1,50,41.7,55.6,54.5,.,.,"MILDRED ISD",-1,-1,-1,-1,71.7,63
"'175911",.,-1,.,.,.,.,41.2,33.8,-1,.,30.3,24.4,37.5,25.8,.,-1,"RICE ISD",25,-1,0,11.1,44.4,41.9
"'176901",.,-1,.,.,.,.,50,36.8,42.9,-1,42.9,35.7,.,-1,.,.,"BURKEVILLE ISD",.,.,-1,-1,54.5,26.7
"'176902",-1,33.3,.,.,.,.,47.9,36.7,54.1,34.4,40.7,38,-1,-1,.,.,"NEWTON ISD",.,.,12.5,22.2,39.3,38.5
"'176903",.,.,.,.,.,.,47.5,62.2,.,-1,46.2,42.9,-1,.,-1,-1,"DEWEYVILLE ISD",.,.,14.3,0,50,61.8
"'177901",-1,.,.,.,.,.,61,71.9,.,.,64.3,50,71.4,57.9,.,.,"ROSCOE COLLEGIATE ISD",-1,20,-1,-1,50,92.3
"'177902",-1,-1,.,-1,.,.,47.2,34.5,42.9,0,30.8,20.5,42.7,34.3,.,-1,"SWEETWATER ISD",.,-1,4.3,7.7,58.1,41.7
"'177903",.,.,.,.,.,.,50,68.8,.,.,40,50,-1,60,-1,.,"BLACKWELL CISD",-1,-1,-1,-1,57.1,72.7
"'177905",.,.,.,.,.,.,73.3,64.7,.,.,-1,-1,-1,-1,.,.,"HIGHLAND ISD",.,.,-1,-1,78.6,76.9
"'178801",.,.,.,.,.,.,20,.,.,.,20,.,20,.,.,.,"DR M L GARZA-GONZALEZ CHARTER SCHOOL",.,.,.,.,.,.
"'178807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CORPUS CHRISTI MONTESSORI SCHOOL",.,.,.,.,.,.
"'178808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SEASHORE CHARTER SCHOOLS",.,.,.,.,.,.
"'178901",.,.,.,.,.,.,40.9,46.7,.,-1,37.5,33.3,43.8,40,.,.,"AGUA DULCE ISD",.,.,-1,-1,33.3,66.7
"'178902",-1,.,.,-1,.,.,50.5,55.2,.,-1,38.3,34.7,46.3,52.9,.,.,"BISHOP CISD",-1,-1,11.1,11.1,71.4,73.7
"'178903",-1,-1,-1,-1,.,.,54.5,56.9,-1,-1,37.8,39.5,48,58.1,-1,-1,"CALALLEN ISD",18.2,-1,17.9,15.8,64.1,58.8
"'178904",60,52.8,69.8,71.4,-1,-1,48.8,41.1,50.9,52.6,42,31.9,47.1,38.4,25,-1,"CORPUS CHRISTI ISD",19.1,12,22.9,14.1,55.3,48.8
"'178905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DRISCOLL ISD",.,.,.,.,.,.
"'178906",.,-1,-1,-1,.,.,75.8,70.4,-1,.,50,73.7,77.3,65.2,.,-1,"LONDON ISD",.,-1,-1,-1,72.2,83.9
"'178908",-1,.,.,.,.,.,72.5,66.7,.,.,50,50,80,71.4,.,.,"PORT ARANSAS ISD",.,.,60,-1,70.3,65.9
"'178909",.,.,.,.,.,.,37.3,31.8,-1,-1,32.9,24.3,36.4,33.3,.,.,"ROBSTOWN ISD",37.5,0,14.3,20.8,-1,0
"'178912",40,-1,-1,-1,.,-1,54.6,47.5,50,-1,40.5,39.7,52.4,43.6,.,.,"TULOSO-MIDWAY ISD",22.2,18.2,29.4,4.2,62,63.5
"'178913",.,.,.,.,.,.,65.1,59.3,.,.,66,56.3,66.7,55.6,.,.,"BANQUETE ISD",.,-1,20,37.5,55.6,100
"'178914",58.8,42.1,81.8,77.8,.,.,53.7,51.4,38.5,57.1,34.8,34.1,56.8,52.1,-1,-1,"FLOUR BLUFF ISD",20,0,30.8,8.5,50,50
"'178915",.,.,.,.,.,.,34.6,25.9,66.7,25,31.5,24.2,32.5,26.2,.,.,"WEST OSO ISD",-1,0,6.3,9.5,-1,20
"'179901",-1,-1,.,.,-1,.,44.6,43.4,.,.,33.8,33.3,38.5,41.8,.,.,"PERRYTON ISD",23.5,11.1,0,35.3,57.4,47.8
"'180901",-1,-1,.,.,.,.,44.9,37,-1,36.4,45.8,34.1,60,42.9,.,.,"BOYS RANCH ISD",.,.,55.6,22.2,33.3,34.6
"'180902",-1,.,.,.,.,.,60,76.7,.,.,40,77.8,-1,55.6,.,.,"VEGA ISD",.,.,-1,.,63.6,82.4
"'180903",.,.,.,.,.,.,66.7,33.3,.,.,60,28.6,60,25,.,.,"ADRIAN ISD",-1,-1,.,-1,-1,-1
"'180904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WILDORADO ISD",.,.,.,.,.,.
"'181901",-1,-1,75,-1,-1,.,59.9,54.7,-1,-1,36.7,31.1,50,56.3,-1,-1,"BRIDGE CITY ISD",-1,-1,21.4,0,60.5,54.5
"'181905",-1,-1,-1,-1,.,.,57.3,59.3,.,.,50,54.4,50,66.7,-1,.,"ORANGEFIELD ISD",.,.,25,42.9,55.7,57.8
"'181906",71.4,-1,.,-1,.,.,41.7,35.5,43,33.8,39.4,28.7,28.6,30.8,.,.,"WEST ORANGE-COVE CISD",-1,-1,10,12.5,35,37.5
"'181907",60,-1,-1,-1,.,-1,39.5,32.8,-1,-1,28.9,22.8,44.4,32,-1,-1,"VIDOR ISD",-1,-1,17.5,10.3,38.5,32.8
"'181908",-1,57.1,50,-1,.,-1,53.6,50.6,58.3,26.3,39.3,40.4,36.4,44,-1,-1,"LITTLE CYPRESS-MAURICEVILLE CISD",.,16.7,12,17.9,56.3,53.7
"'182901",.,.,.,.,.,.,64.7,61.5,.,.,50,-1,-1,-1,.,.,"GORDON ISD",.,.,-1,-1,73.3,58.3
"'182902",-1,.,.,.,.,.,47.6,47.1,.,.,50,36.4,42.9,-1,.,.,"GRAFORD ISD",-1,.,.,-1,58.3,46.2
"'182903",50,-1,-1,-1,.,.,38.5,35.7,36.4,0,29.4,22,40.5,38.7,-1,-1,"MINERAL WELLS ISD",-1,-1,5.9,21.1,38.1,34.4
"'182904",.,.,.,.,.,.,67.9,56.7,.,.,46.2,40,50,-1,.,.,"SANTO ISD",.,-1,.,-1,72.7,59.3
"'182905",-1,.,.,.,.,.,88.9,47.1,.,.,100,41.7,100,57.1,.,.,"STRAWN ISD",.,-1,.,-1,81.8,40
"'182906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PALO PINTO ISD",.,.,.,.,.,.
"'183801",.,-1,.,.,.,.,42.6,44.7,-1,-1,62.5,30,-1,.,-1,.,"PANOLA CHARTER SCHOOL",.,.,-1,-1,42.9,44.4
"'183901",.,.,.,.,.,.,73.9,65.9,-1,-1,61.1,85.7,66.7,-1,.,.,"BECKVILLE ISD",-1,.,-1,-1,81.1,70.6
"'183902",-1,-1,-1,-1,.,.,56.6,52,57.1,50,42.3,41.1,47.1,34.5,-1,-1,"CARTHAGE ISD",-1,-1,34.8,26.7,59.4,57.7
"'183904",.,.,.,.,.,.,34.6,47.4,.,.,16.7,57.1,-1,-1,.,.,"GARY ISD",-1,.,-1,-1,34.8,44.4
"'184801",.,-1,.,.,.,.,10.3,15.4,.,-1,0,7.1,-1,0,.,.,"CROSSTIMBERS ACADEMY",-1,.,0,-1,10.8,18.5
"'184901",.,-1,.,.,.,.,39.1,36.8,.,.,38.1,29.4,27.3,-1,-1,.,"POOLVILLE ISD",-1,.,-1,0,41.2,40
"'184902",50,-1,-1,-1,.,.,39.9,37.3,-1,-1,30.8,35.6,42.2,28.8,-1,-1,"SPRINGTOWN ISD",-1,-1,10,0,38.9,40.5
"'184903",40,28.6,62.5,60,.,-1,51.9,41.1,25,41.2,31.5,30.3,52.1,35,-1,-1,"WEATHERFORD ISD",10,13,21.4,5.3,53.6,44
"'184904",-1,-1,-1,.,.,.,41.3,30.6,.,-1,29,29,62.5,28.6,-1,.,"MILLSAP ISD",-1,-1,-1,0,38.1,28.6
"'184907",75,53.8,-1,-1,.,-1,60.5,55.5,57.1,25,45.7,26.2,57.8,41.4,-1,-1,"ALEDO ISD",-1,0,47.6,28.6,61.1,59.1
"'184908",-1,-1,.,.,.,.,46.5,50.6,-1,-1,20,22.2,42.9,38.5,-1,.,"PEASTER ISD",.,.,16.7,7.7,50,52.7
"'184909",20,-1,-1,.,.,.,70.1,69.4,-1,.,-1,63.6,77.8,70,.,-1,"BROCK ISD",.,.,-1,-1,72.8,69.9
"'184911",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GARNER ISD",.,.,.,.,.,.
"'185901",.,.,.,.,.,.,25,45,.,.,14.3,44.4,20.6,45,.,.,"BOVINA ISD",-1,-1,-1,-1,-1,.
"'185902",.,.,.,.,.,.,45.5,37.1,.,.,38.5,23.1,27.8,20,.,.,"FARWELL ISD",-1,-1,-1,-1,66.7,60
"'185903",.,.,.,.,.,.,53,38.5,.,.,40,33.9,50.9,36.9,.,.,"FRIONA ISD",-1,10,0,7.7,66.7,57.1
"'185904",.,.,.,.,.,.,66.7,50,.,.,-1,44.4,-1,-1,.,-1,"LAZBUDDIE ISD",.,-1,-1,-1,-1,50
"'186901",.,.,.,.,.,.,44.4,63.6,.,.,33.3,-1,63.6,55.6,.,.,"BUENA VISTA ISD",.,.,.,-1,14.3,-1
"'186902",.,-1,-1,.,.,.,43.5,35.1,.,-1,35.1,26.5,42.2,35.8,.,.,"FORT STOCKTON ISD",0,6.7,20,9.1,48,33.3
"'186903",.,.,.,-1,-1,.,48.6,42.3,.,.,40,44.4,45,25,-1,.,"IRAAN-SHEFFIELD ISD",-1,-1,-1,-1,53.8,66.7
"'187901",-1,-1,.,.,.,.,55.9,57.7,.,.,20,68.8,.,-1,42.9,50,"BIG SANDY ISD",.,.,-1,-1,57.7,50
"'187903",.,-1,.,.,.,.,25,46.2,20,-1,27.3,60,-1,57.1,.,.,"GOODRICH ISD",.,.,-1,.,-1,-1
"'187904",-1,.,.,.,.,.,43.4,32.3,41.7,26.1,42.5,32.6,35,33.3,.,.,"CORRIGAN-CAMDEN ISD",-1,-1,23.1,14.3,50,40
"'187906",.,-1,.,.,.,.,30,57.1,-1,-1,30,57.1,-1,-1,.,.,"LEGGETT ISD",.,.,.,.,-1,-1
"'187907",42.9,33.3,-1,-1,.,.,33.7,37.4,42.3,37.5,24.8,19.3,28.8,27.7,-1,.,"LIVINGSTON ISD",0,0,9.1,7.4,32.4,40.6
"'187910",-1,.,.,.,.,.,36.2,28.1,-1,-1,37.8,17,-1,33.3,-1,.,"ONALASKA ISD",.,-1,20,9.1,35.3,28.6
"'188901",65,54.8,58,59.8,.,-1,61.9,54.1,58,42.9,56.6,47.4,59.9,51.3,60,61.1,"AMARILLO ISD",43.6,22.6,36.1,20.1,65.7,59.1
"'188902",-1,-1,.,-1,.,.,45.7,29.7,.,.,38.1,21.6,33.3,17.4,.,.,"RIVER ROAD ISD",.,-1,9.1,0,50,33.3
"'188903",-1,-1,85.7,100,.,.,65.7,50.9,-1,-1,76.9,37.5,40,61.5,.,.,"HIGHLAND PARK ISD",.,.,50,36.4,61.1,38.7
"'188904",40,28.6,.,.,.,.,71.7,53.3,-1,.,27.3,26.7,64.7,35.3,-1,-1,"BUSHLAND ISD",.,-1,40,23.1,75.6,58.8
"'189901",.,-1,.,.,.,.,52.4,50,.,.,33.3,41.2,50,45,.,.,"MARFA ISD",60,37.5,.,-1,-1,-1
"'189902",.,.,.,-1,.,.,51,51.9,.,.,47.7,50.7,50.5,51.3,.,.,"PRESIDIO ISD",30.8,19,25,-1,-1,.
"'190903",-1,0,.,-1,.,.,45.5,47,-1,-1,42.3,42.6,23.1,25,-1,-1,"RAINS ISD",-1,-1,25,18.2,50.6,52.7
"'191901",76.9,46.2,100,85.7,.,-1,55,55.7,62.5,36.8,31,34.4,52.5,49.7,-1,-1,"CANYON ISD",50,50,20.6,18,54.6,58.4
"'192901",-1,.,.,.,.,.,31.1,29.4,.,-1,28,20.6,30.8,27.3,.,.,"REAGAN COUNTY ISD",20,-1,16.7,-1,-1,33.3
"'193801",.,-1,.,.,.,.,38.5,42.9,-1,.,31.8,41.7,35.7,57.1,-1,.,"BIG SPRINGS CHARTER SCHOOL",.,.,21.4,25,40,33.3
"'193902",.,.,.,.,.,.,50,50,.,-1,71.4,12.5,-1,14.3,.,.,"LEAKEY ISD",.,-1,-1,-1,41.7,80
"'194902",-1,.,.,.,.,.,50,43.8,.,.,64.3,33.3,-1,-1,.,-1,"AVERY ISD",-1,.,-1,-1,52.2,35.7
"'194903",-1,-1,.,.,.,.,42,46.9,-1,-1,26.1,34.8,44.4,16.7,.,.,"RIVERCREST ISD",.,-1,16.7,33.3,37.8,47.4
"'194904",-1,-1,.,.,.,.,52.9,31.6,62.5,29.2,54.8,29,55.6,-1,.,.,"CLARKSVILLE ISD",.,-1,14.3,-1,25,33.3
"'194905",-1,.,.,.,.,.,35,70.7,-1,-1,41.2,35.3,-1,-1,.,-1,"DETROIT ISD",.,.,16.7,37.5,34.4,64.7
"'195901",.,.,-1,-1,.,.,46,42.2,-1,-1,40.9,37.8,44,40.7,.,.,"PECOS-BARSTOW-TOYAH ISD",16.7,20,8.3,26.3,58.3,-1
"'195902",.,.,.,.,.,.,50,50,.,.,45.5,37.5,50,44.4,.,.,"BALMORHEA ISD",.,-1,-1,.,-1,-1
"'196901",.,.,.,.,.,.,30.8,45.5,.,.,-1,-1,14.3,42.9,.,.,"AUSTWELL-TIVOLI ISD",.,-1,-1,-1,50,-1
"'196902",.,.,-1,.,.,.,54.5,40,-1,-1,54.5,33.3,43.5,37.5,.,.,"WOODSBORO ISD",.,.,-1,-1,63.2,46.2
"'196903",-1,-1,.,.,.,.,68.1,60.8,87.5,70,60,54.8,59.3,55.2,.,.,"REFUGIO ISD",-1,.,-1,28.6,72.7,60
"'197902",.,.,.,.,.,.,75,53.8,.,.,-1,20,-1,-1,.,.,"MIAMI ISD",.,.,-1,-1,76.5,63.6
"'198901",.,.,.,.,.,.,21.6,54.2,0,-1,9.1,57.1,0,-1,.,.,"BREMOND ISD",.,.,-1,-1,30.8,50
"'198902",.,.,.,-1,.,.,11.1,0,6.7,0,12.5,0,-1,-1,.,.,"CALVERT ISD",.,-1,0,-1,-1,.
"'198903",-1,-1,.,.,.,.,54.9,56.1,-1,42.9,38.7,25,35.3,38.5,.,.,"FRANKLIN ISD",-1,-1,13.3,0,58.8,61.4
"'198905",.,.,.,.,.,.,30,19.5,41.2,27.8,23.5,19.5,20,5.9,.,.,"HEARNE ISD",0,-1,20,12.5,0,33.3
"'198906",-1,.,-1,-1,.,.,53.1,44.7,-1,0,38.9,30.8,37.5,45.5,.,.,"MUMFORD ISD",-1,-1,-1,-1,72.7,77.8
"'199901",46.2,57.9,71.7,66.7,.,-1,56.6,54.2,47.6,48.5,46.7,41.1,54,46.3,66.7,53.8,"ROCKWALL ISD",20,20.6,34.3,34.7,58.2,56.7
"'199902",66.7,25,-1,-1,.,-1,49.2,42.6,55.6,64.9,41.8,30.4,41.1,31.5,-1,-1,"ROYSE CITY ISD",13.6,0,28.6,23.3,52.4,47.1
"'200901",.,-1,.,.,.,.,66,45.1,-1,.,45,26.7,61.1,47.4,-1,-1,"BALLINGER ISD",.,-1,-1,20,71.9,48.3
"'200902",.,.,.,.,.,.,74.2,53.7,.,.,57.1,40,83.3,23.5,.,.,"MILES ISD",.,-1,-1,-1,68.4,75
"'200904",-1,-1,.,.,.,.,48.1,36.4,.,.,43.8,20.8,42.9,20,.,.,"WINTERS ISD",.,-1,-1,-1,-1,76.9
"'200906",.,.,-1,.,.,.,-1,-1,.,.,.,-1,.,-1,.,.,"OLFEN ISD",.,.,.,.,.,-1
"'201902",-1,-1,-1,.,.,.,46,47,48.8,43.2,35,31,36.1,34.3,-1,-1,"HENDERSON ISD",0,7.7,29.2,18.8,51.9,55.2
"'201903",.,.,.,.,.,.,62.5,40,83.3,42.9,50,46.2,.,40,.,.,"LANEVILLE ISD",.,.,-1,-1,-1,-1
"'201904",.,.,.,.,.,.,11.1,46.2,.,.,12.5,66.7,-1,-1,.,.,"LEVERETTS CHAPEL ISD",.,.,-1,-1,0,41.7
"'201907",.,.,.,.,.,.,60.9,68.8,-1,75,50,62.5,.,-1,.,.,"MOUNT ENTERPRISE ISD",.,.,.,-1,59.1,63.2
"'201908",.,.,.,.,.,.,41.4,58.1,60,-1,37.5,62.5,-1,-1,.,.,"OVERTON ISD",.,.,-1,-1,38.1,60
"'201910",-1,.,.,.,.,.,51.3,57.4,63.2,73.9,41.8,53.2,47.8,53.8,.,.,"TATUM ISD",.,.,25,37.5,45.6,51.1
"'201913",-1,-1,.,.,.,.,35.8,52.2,-1,-1,31,40,31.8,31.6,.,.,"CARLISLE ISD",-1,.,20,-1,39.3,64
"'201914",-1,-1,.,.,.,.,42.2,43.8,35.7,50,34.3,42.9,46.2,53.3,-1,.,"WEST RUSK COUNTY CONSOLIDATED ISD",-1,-1,18.2,14.3,40.6,37
"'202903",-1,66.7,.,.,.,.,33.3,31.1,40,66.7,23.1,34.4,40,-1,.,-1,"HEMPHILL ISD",.,.,-1,0,29.3,17.8
"'202905",-1,-1,.,.,.,.,30.8,27,-1,-1,16,20,-1,-1,.,.,"WEST SABINE ISD",.,.,-1,-1,35.3,25.8
"'203901",.,.,-1,.,.,.,53.5,42.1,45.5,33.3,55.3,39.6,76.9,60,.,.,"SAN AUGUSTINE ISD",-1,-1,28.6,9.1,16.7,47.1
"'203902",-1,-1,.,.,.,.,35.1,47.1,.,.,29,40,-1,-1,-1,.,"BROADDUS ISD",.,.,16.7,-1,37.5,46.2
"'204901",0,-1,-1,.,.,.,36.7,39,48.3,41.2,28.3,25.7,40,-1,.,.,"COLDSPRING-OAKHURST CISD",-1,-1,5.9,0,33.3,38.5
"'204904",-1,-1,-1,.,.,.,30.8,26.4,25,66.7,22,21.1,27.3,21.3,-1,-1,"SHEPHERD ISD",14.3,0,10,12.5,32.5,25.8
"'205901",.,-1,-1,-1,.,.,35.8,33,-1,-1,37.2,27.7,32.8,35.9,.,-1,"ARANSAS PASS ISD",0,-1,15.4,11.1,43.2,26.8
"'205902",60,33.3,-1,20,-1,.,54.3,49.7,0,-1,37.8,32.8,51.7,50,-1,.,"GREGORY-PORTLAND ISD",16.7,0,0,17.9,60.9,52.8
"'205903",-1,-1,-1,-1,.,.,42.2,36.4,.,20,35.2,27.8,50.8,32.1,-1,.,"INGLESIDE ISD",-1,-1,0,0,33.3,42.1
"'205904",.,.,.,-1,.,.,35.2,31.3,.,-1,33.3,25,35.7,33.3,-1,.,"MATHIS ISD",.,-1,30,0,-1,0
"'205905",.,.,.,.,.,.,59.2,46.4,-1,.,45.9,30,55.2,45.7,.,.,"ODEM-EDROY ISD",-1,-1,28.6,-1,75,50
"'205906",-1,-1,-1,-1,.,.,47.3,41,-1,-1,31.9,32.3,40.7,36.1,.,.,"SINTON ISD",-1,.,11.1,4.5,75,76.5
"'205907",-1,.,.,.,.,.,42.9,39.4,.,.,45.6,33.3,43.1,37.7,.,.,"TAFT ISD",-1,-1,0,0,36.4,60
"'206901",.,-1,.,-1,.,.,53.8,56.6,.,.,36.4,57.1,42.3,48.1,.,.,"SAN SABA ISD",50,-1,40,-1,65.4,66.7
"'206902",.,-1,.,.,.,.,46.2,60,.,-1,33.3,42.9,16.7,-1,.,.,"RICHLAND SPRINGS ISD",.,.,-1,-1,71.4,55.6
"'206903",.,.,.,.,.,.,45.5,50,.,-1,-1,-1,60,-1,.,.,"CHEROKEE ISD",.,.,-1,.,33.3,-1
"'207901",.,.,-1,.,.,.,70,56.8,.,.,64.3,61.1,71.4,57.1,.,.,"SCHLEICHER ISD",.,-1,-1,-1,62.5,55.6
"'208901",.,.,.,.,.,.,55,53.3,.,.,40,33.3,-1,60,.,.,"HERMLEIGH ISD",.,-1,-1,.,64.7,50
"'208902",-1,.,-1,.,.,.,55.4,48.3,-1,0,40.8,42.3,49.4,42.3,-1,-1,"SNYDER ISD",20,11.1,36.4,15.4,64.4,65.2
"'208903",.,.,.,.,.,.,88.9,87.5,.,.,-1,85.7,-1,100,.,.,"IRA ISD",.,.,-1,-1,93.3,83.3
"'209901",-1,-1,.,.,.,-1,60.7,59.5,.,-1,55.6,40,60,50,.,-1,"ALBANY ISD",.,-1,-1,-1,59.1,70.4
"'209902",-1,.,.,.,.,.,50,25,.,.,28.6,33.3,.,-1,.,.,"MORAN ISD",.,.,-1,-1,55.6,40
"'210901",.,-1,-1,80,.,.,53.3,47.8,39.4,39.4,45.4,43.5,52.7,42.9,.,.,"CENTER ISD",38.5,40,29.4,30,61,54.4
"'210902",-1,-1,.,.,.,.,27.5,39.5,-1,-1,11.8,25,9.1,14.3,.,.,"JOAQUIN ISD",-1,-1,0,-1,36.1,47.1
"'210903",-1,.,.,.,.,.,60.4,60,90,62.5,50,68.8,37.5,-1,.,.,"SHELBYVILLE ISD",-1,-1,-1,-1,55.9,61.3
"'210904",.,-1,.,.,.,.,50,47.8,40,58.3,50,46.3,50,35.7,.,.,"TENAHA ISD",-1,-1,42.9,18.2,58.3,37.5
"'210905",-1,-1,.,.,.,.,56,53.1,54.5,28.6,51.7,34.8,40,28.6,.,.,"TIMPSON ISD",.,.,60,-1,60.6,60.6
"'210906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EXCELSIOR ISD",.,.,.,.,.,.
"'211901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXHOMA ISD",.,.,.,.,.,.
"'211902",.,.,.,.,.,.,35.1,57.7,.,.,26.1,61.1,29.6,57.9,.,.,"STRATFORD ISD",-1,-1,-1,-1,50,57.1
"'212801",-1,-1,-1,80,.,.,51.8,52,54.5,51.5,48.9,41.5,60,44,.,-1,"CUMBERLAND ACADEMY",.,50,7.7,28.6,46.1,56
"'212804",-1,-1,-1,-1,.,.,71.4,69.1,-1,-1,55.6,66.7,.,-1,-1,.,"UT TYLER UNIVERSITY ACADEMY",.,-1,66.7,-1,64.7,67.4
"'212901",-1,-1,-1,.,.,.,58.8,45.9,50,28.6,58.3,41.2,60,14.3,.,-1,"ARP ISD",-1,.,33.3,-1,57.6,52.4
"'212902",-1,-1,-1,-1,.,.,55.3,54,33.3,50,36.2,41.9,40,63.6,-1,.,"BULLARD ISD",-1,-1,22.2,37.5,55.7,51.7
"'212903",36.4,43.8,.,-1,.,.,55.2,60.4,36.4,14.3,41.8,45.3,51.2,60,-1,.,"LINDALE ISD",-1,-1,27.3,13.6,58.7,66.1
"'212904",-1,.,-1,.,.,.,51.9,45.6,62.5,62.5,38.2,28,0,18.2,.,.,"TROUP ISD",-1,-1,-1,33.3,55,49
"'212905",57.1,34.8,66.7,60,.,.,46.6,44.7,48.1,43.8,41.7,40.9,39.8,41.5,-1,-1,"TYLER ISD",20,23.8,23.6,14.1,57,52.2
"'212906",44.4,7.7,84.2,60,-1,.,61.2,53.3,47.1,36.6,46.2,32.8,61.8,44,-1,-1,"WHITEHOUSE ISD",80,-1,45.5,26.7,61.7,60.5
"'212909",57.1,63.6,-1,-1,.,.,42.4,51.9,46.2,55.6,36.9,49.1,42.9,47.9,.,-1,"CHAPEL HILL ISD",14.3,31.6,11.1,30.8,36.8,56
"'212910",.,-1,.,-1,.,.,45.1,46.3,35.7,50,39,40,40,44.8,.,.,"WINONA ISD",-1,-1,12.5,33.3,51.4,45.5
"'213801",.,-1,.,.,.,.,14.3,26.1,-1,.,15.4,34.8,14.3,-1,.,.,"BRAZOS RIVER CHARTER SCHOOL",.,.,0,16.7,14.6,24.4
"'213901",-1,-1,-1,.,.,.,58.5,42.7,.,-1,51.6,42.5,48.4,38.1,-1,.,"GLEN ROSE ISD",-1,20,-1,50,64.7,42.9
