DISTRICT,D20GH20R,D20GH21R,D2RC4X20R,D2RC4X21R,D30GH20R,D30GH21R,D3RC4X20R,D3RC4X21R,D40GH20R,D40GH21R,D4RC4X20R,D4RC4X21R,DA0GH20R,DA0GH21R,DARC4X20R,DARC4X21R,DB0GH20R,DB0GH21R,DBRC4X20R,DBRC4X21R,DE0GH20R,DE0GH21R,DERC4X20R,DERC4X21R,DF0GH20R,DF0GH21R,DFRC4X20R,DFRC4X21R,DH0GH20R,DH0GH21R,DHRC4X20R,DHRC4X21R,DI0GH20R,DI0GH21R,DIRC4X20R,DIRC4X21R,DISTNAME,DL0GH20R,DL0GH21R,DLRC4X20R,DLRC4X21R,DM0GH20R,DM0GH21R,DMRC4X20R,DMRC4X21R,DR0GH20R,DR0GH21R,DRRC4X20R,DRRC4X21R,DS0GH20R,DS0GH21R,DSRC4X20R,DSRC4X21R,DW0GH20R,DW0GH21R,DWRC4X20R,DWRC4X21R
"'101838",.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,.,.,.,.,100,.,100,.,100,.,100,.,100,.,100,.,.,.,.,"SOUTHWEST SCHOOL",.,-1,.,-1,.,-1,.,-1,.,100,.,100,.,-1,.,.,.,-1,.,.
"'101840",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TWO DIMENSIONS PREPARATORY ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101842",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COMQUEST ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101845",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"YES PREP PUBLIC SCHOOLS INC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101846",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101847",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BEATRICE MAYES INSTITUTE CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101849",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ACCELERATED INTERMEDIATE ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101853",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PROMISE COMMUNITY SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101855",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MEYERPARK ELEMENTARY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101856",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DRAW ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101858",.,.,.,.,.,100,.,100,.,.,.,.,.,100,.,100,.,-1,.,-1,.,100,.,100,.,100,.,100,.,100,.,100,.,.,.,.,"HARMONY PUBLIC SCHOOLS - HOUSTON NORTH",.,-1,.,-1,.,100,.,100,.,100,.,100,.,-1,.,-1,.,-1,.,-1
"'101859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"STEP CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101861",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE RHODES SCHOOL FOR PERFORMING ARTS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101862",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,"HARMONY PUBLIC SCHOOLS - HOUSTON WEST",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1
"'101864",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE LAWSON ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101868",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE PRO-VISION ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101870",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BETA ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101871",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"A+ UNLIMITED POTENTIAL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101872",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ETOILE ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101873",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"YELLOWSTONE COLLEGE PREPARATORY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101874",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LEGACY SCHOOL OF SPORT SCIENCES",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101875",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BLOOM ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101876",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"REVE PREPARATORY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101877",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ELEVATE COLLEGIATE CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101878",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HOUSTON CLASSICAL CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101902",.,.,.,.,.,-1,.,.,.,.,.,.,16.7,9.1,.,.,16.7,10,.,.,0,0,.,.,26.7,16.7,.,.,17.9,10,.,.,.,.,.,.,"ALDINE ISD",-1,-1,.,.,9.5,0,.,.,0,0,.,.,0,0,.,.,-1,-1,.,.
"'101903",.,.,.,.,.,-1,-1,-1,.,.,.,.,25,75,100,100,-1,-1,-1,-1,-1,66.7,-1,100,-1,-1,100,-1,33.3,-1,-1,-1,.,.,.,.,"ALIEF ISD",.,-1,-1,-1,-1,66.7,-1,100,33.3,71.4,100,100,0,-1,.,.,.,-1,.,-1
"'101905",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,"CHANNELVIEW ISD",.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.
"'101906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CROSBY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101907",.,.,.,.,-1,.,.,-1,.,.,.,.,5.6,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,16.7,-1,-1,.,0,-1,-1,.,-1,.,.,.,"CYPRESS-FAIRBANKS ISD",.,.,-1,-1,0,-1,-1,-1,-1,-1,-1,.,-1,-1,.,.,0,-1,.,.
"'101908",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,"DEER PARK ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.
"'101910",.,.,.,.,.,.,.,.,.,.,.,.,6.7,9.1,.,.,-1,.,.,.,0,12.5,.,.,7.7,14.3,.,.,9.1,9.1,.,.,.,.,.,.,"GALENA PARK ISD",.,-1,.,.,-1,-1,.,.,.,0,.,.,.,.,.,.,.,.,.,.
"'101911",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,"GOOSE CREEK CISD",.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.
"'101912",-1,.,.,.,-1,-1,.,.,.,.,.,.,47.7,33.3,50,-1,29.4,-1,-1,-1,52.6,44.4,42.9,-1,50,50,-1,-1,59.5,53.8,60,.,-1,.,.,.,"HOUSTON ISD",94.1,-1,66.7,-1,46.2,26.7,-1,.,49,41.7,57.1,-1,7.7,0,.,.,-1,-1,-1,.
"'101913",.,.,.,.,.,.,.,.,.,.,.,.,13.3,0,.,.,28.6,-1,.,.,16.7,-1,.,.,12.5,0,.,.,0,-1,.,.,.,.,.,.,"HUMBLE ISD",.,.,.,.,13.6,-1,.,.,7.1,-1,.,.,4.3,0,.,.,18.2,0,.,.
"'101914",.,.,.,.,-1,-1,-1,.,.,.,.,.,0,0,-1,.,-1,-1,-1,.,0,-1,-1,.,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,"KATY ISD",.,.,.,.,0,0,-1,.,0,0,-1,.,0,0,-1,.,0,-1,.,.
"'101915",.,.,.,.,-1,-1,.,.,.,.,.,.,0,0,.,.,-1,-1,.,.,.,.,.,.,-1,0,.,.,-1,-1,.,.,.,.,.,.,"KLEIN ISD",.,.,.,.,-1,-1,.,.,-1,0,.,.,-1,0,.,.,-1,-1,.,.
"'101916",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LA PORTE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101917",.,.,.,.,-1,-1,-1,.,.,.,.,.,17.6,0,-1,.,-1,-1,.,.,0,0,.,.,20,0,.,.,14.8,0,.,.,.,.,.,.,"PASADENA ISD",.,.,-1,.,14.3,0,-1,.,0,-1,-1,.,0,-1,.,.,-1,.,.,.
"'101919",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,.,.,.,.,.,"SPRING ISD",.,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'101920",.,.,.,.,.,-1,.,-1,.,.,.,.,78.6,99.2,100,100,.,-1,.,-1,90,100,100,100,80,98.4,-1,100,81.8,100,100,100,.,.,.,.,"SPRING BRANCH ISD",-1,100,-1,100,77.8,100,100,100,77.8,100,100,100,60,-1,-1,-1,-1,80,-1,-1
"'101921",.,.,.,.,-1,-1,.,.,.,.,.,.,0,-1,.,.,-1,.,.,.,-1,.,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,"TOMBALL ISD",.,.,.,.,-1,-1,.,.,-1,.,.,.,-1,-1,.,.,.,-1,.,.
"'101924",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,"SHELDON ISD",.,.,.,.,-1,-1,.,.,-1,.,.,.,-1,-1,.,.,-1,.,.,.
"'101925",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HUFFMAN ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'102901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"KARNACK ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'102902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MARSHALL ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'102903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WASKOM ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'102904",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HALLSVILLE ISD",.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.
"'102905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HARLETON ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'102906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ELYSIAN FIELDS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'103901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CHANNING ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'103902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HARTLEY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'104901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HASKELL CISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'104903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RULE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'104907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PAINT CREEK ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'105801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"KATHERINE ANNE PORTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'105802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXAS PREPARATORY SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'105803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"KI CHARTER ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'105902",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,"SAN MARCOS CISD",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.
"'105904",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,"DRIPPING SPRINGS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1
"'105905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WIMBERLEY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'105906",.,.,.,.,.,.,.,.,.,.,.,.,42.9,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,60,-1,.,.,.,.,.,.,"HAYS CISD",.,.,.,.,20,-1,.,.,-1,-1,.,.,-1,-1,.,.,-1,.,.,.
"'106901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CANADIAN ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'107901",100,.,100,.,-1,.,-1,.,.,.,.,.,100,-1,100,-1,100,.,100,-1,100,-1,100,-1,100,.,100,-1,100,-1,100,-1,.,.,.,.,"ATHENS ISD",100,-1,100,-1,100,-1,100,-1,100,-1,100,-1,.,.,.,.,100,.,100,.
"'107902",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,"BROWNSBORO ISD",.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.
"'107904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CROSS ROADS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'107905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EUSTACE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'107906",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,"MALAKOFF ISD",.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'107907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TRINIDAD ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'107908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MURCHISON ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'107910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LAPOYNOR ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HORIZON MONTESSORI PUBLIC SCHOOLS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108804",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108807",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,"IDEA PUBLIC SCHOOLS",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.
"'108808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"VANGUARD ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EXCELLENCE IN LEADERSHIP ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108902",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,"DONNA ISD",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.
"'108903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EDCOUCH-ELSA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108904",.,.,.,.,.,-1,.,.,.,.,.,.,21.1,23.5,-1,.,.,.,.,.,23.5,28.6,-1,.,40,36.4,.,.,21.1,25,-1,.,.,.,.,.,"EDINBURG CISD",-1,-1,-1,.,0,0,-1,.,27.3,33.3,.,.,0,0,.,.,.,.,.,.
"'108905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HIDALGO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108906",.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,.,.,.,-1,.,.,.,0,.,.,.,.,.,.,.,"MCALLEN ISD",.,.,.,.,0,.,.,.,0,.,.,.,0,.,.,.,-1,.,.,.
"'108907",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,"MERCEDES ISD",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.
"'108908",.,.,.,.,.,.,.,.,.,.,.,.,42.9,-1,-1,.,-1,.,-1,.,-1,.,-1,.,50,-1,-1,.,33.3,-1,-1,.,.,.,.,.,"MISSION CISD",.,.,.,.,33.3,.,-1,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'108909",.,.,.,.,.,.,.,.,.,.,.,.,46.2,18.8,-1,.,.,.,.,.,46.2,18.8,-1,.,50,37.5,-1,.,46.2,18.8,-1,.,.,.,.,.,"PHARR-SAN JUAN-ALAMO ISD",28.6,-1,-1,.,40,0,-1,.,25,20,-1,.,0,0,.,.,.,.,.,.
"'108910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PROGRESO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108911",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,"SHARYLAND ISD",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.
"'108912",-1,.,.,.,.,.,.,.,.,.,.,.,73.9,66.7,-1,.,.,.,.,.,50,60,-1,.,80,71.4,.,.,72.1,66.7,-1,.,.,.,.,.,"LA JOYA ISD",100,-1,.,.,62.5,-1,-1,.,43.8,37.5,-1,.,0,0,.,.,-1,.,.,.
"'108913",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,"WESLACO ISD",.,.,.,.,-1,-1,-1,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.
"'108914",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LA VILLA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108915",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MONTE ALTO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108916",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"VALLEY VIEW ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'109901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ABBOTT ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'109902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BYNUM ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'109903",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,"COVINGTON ISD",.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'109904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HILLSBORO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'109905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HUBBARD ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'109907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ITASCA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'109908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MALONE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
