DISTRICT,D20GH19R,D20GH20R,D2RC4X19R,D2RC4X20R,D30GH19R,D30GH20R,D3RC4X19R,D3RC4X20R,D40GH19R,D40GH20R,D4RC4X19R,D4RC4X20R,DA0GH19R,DA0GH20R,DARC4X19R,DARC4X20R,DB0GH19R,DB0GH20R,DBRC4X19R,DBRC4X20R,DE0GH19R,DE0GH20R,DERC4X19R,DERC4X20R,DF0GH19R,DF0GH20R,DFRC4X19R,DFRC4X20R,DH0GH19R,DH0GH20R,DHRC4X19R,DHRC4X20R,DI0GH19R,DI0GH20R,DIRC4X19R,DIRC4X20R,DISTNAME,DL0GH19R,DL0GH20R,DLRC4X19R,DLRC4X20R,DM0GH19R,DM0GH20R,DMRC4X19R,DMRC4X20R,DR0GH19R,DR0GH20R,DRRC4X19R,DRRC4X20R,DS0GH19R,DS0GH20R,DSRC4X19R,DSRC4X20R,DW0GH19R,DW0GH20R,DWRC4X19R,DWRC4X20R
"'101819",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"AMIGOS POR VIDA-FRIENDS FOR LIFE P",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101821",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HOUSTON HEIGHTS HIGH SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101828",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HOUSTON GATEWAY ACADEMY INC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101837",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CALVIN NELMS CHARTER SCHOOLS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101838",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,"SOUTHWEST SCHOOL",.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.
"'101840",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TWO DIMENSIONS PREPARATORY ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101842",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COMQUEST ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101845",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"YES PREP PUBLIC SCHOOLS INC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101846",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HARMONY SCIENCE ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101847",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BEATRICE MAYES INSTITUTE CHARTER S",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101849",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ACCELERATED INTERMEDIATE ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101853",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PROMISE COMMUNITY SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101855",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MEYERPARK ELEMENTARY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101856",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DRAW ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101858",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HARMONY SCHOOL OF EXCELLENCE",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"STEP CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101861",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE RHODES SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101862",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HARMONY SCHOOL OF SCIENCE - HOUSTO",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101864",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE LAWSON ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101868",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE PRO-VISION ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101870",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BETA ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101871",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"A+ UNLIMITED POTENTIAL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101872",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ETOILE ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101873",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"YELLOWSTONE COLLEGE PREPARATORY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101874",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LEGACY SCHOOL OF SPORT SCIENCES",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101875",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BLOOM ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101876",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"REVE PREPARATORY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101878",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HOUSTON CLASSICAL CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101902",-1,.,.,.,-1,.,.,.,.,.,.,.,7.5,16.7,100,.,0,16.7,-1,.,6.5,0,100,.,10,26.7,100,.,13.6,17.9,100,.,.,.,.,.,"ALDINE ISD",-1,-1,100,.,5,9.5,-1,.,6.5,0,100,.,0,0,.,.,.,-1,.,.
"'101903",.,.,.,.,100,.,96.3,-1,.,.,.,.,93.8,25,92,100,90.9,-1,77.8,-1,94.3,-1,90.3,-1,91.2,-1,94.3,100,92.9,33.3,97.1,-1,.,.,-1,.,"ALIEF ISD",100,.,100,-1,96.4,-1,89.6,-1,94.1,33.3,94.6,100,-1,0,-1,.,-1,.,-1,.
"'101905",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,-1,.,.,.,.,.,.,"CHANNELVIEW ISD",.,.,.,.,.,-1,.,.,-1,.,.,.,.,-1,.,.,.,.,.,.
"'101906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CROSBY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101907",-1,.,-1,.,0,-1,-1,.,.,.,.,.,1.7,5.6,25,-1,0,-1,-1,-1,3.2,-1,31.3,-1,0,16.7,50,-1,0,0,50,-1,.,-1,-1,.,"CYPRESS-FAIRBANKS ISD",-1,.,41.7,-1,2.4,0,16.7,-1,0,-1,26.1,-1,2.1,-1,-1,.,7.1,0,0,.
"'101908",.,.,.,.,-1,.,.,.,.,.,.,.,5.9,-1,.,.,.,.,.,.,-1,.,.,.,0,-1,.,.,9.1,-1,.,.,.,.,.,.,"DEER PARK ISD",-1,.,.,.,10,.,.,.,0,.,.,.,0,.,.,.,0,-1,.,.
"'101910",.,.,.,.,.,.,.,.,.,.,.,.,11.1,6.7,-1,.,-1,-1,.,.,0,0,-1,.,11.1,7.7,-1,.,16.7,9.1,-1,.,.,.,.,.,"GALENA PARK ISD",.,.,-1,.,11.1,-1,.,.,16.7,.,-1,.,-1,.,.,.,-1,.,.,.
"'101911",.,.,.,.,.,.,.,.,.,.,.,.,0,-1,-1,-1,.,-1,.,.,-1,-1,.,-1,.,-1,-1,.,0,-1,-1,-1,.,.,.,.,"GOOSE CREEK CISD",.,.,-1,.,0,-1,.,-1,-1,-1,-1,-1,0,-1,.,-1,.,.,.,.
"'101912",-1,-1,.,.,-1,-1,-1,.,-1,.,.,.,39.8,47.7,72,50,27.3,29.4,83.3,-1,49.4,52.6,65,42.9,53.2,50,63.6,-1,43.4,59.5,62.5,60,-1,-1,.,.,"HOUSTON ISD",78.9,94.1,68.8,66.7,32.6,46.2,78.6,-1,38,49,77.8,57.1,1.8,7.7,.,.,20,-1,.,-1
"'101913",-1,.,.,.,.,.,.,.,.,.,.,.,4.8,13.3,.,.,8.3,28.6,.,.,0,16.7,.,.,5.6,12.5,.,.,8.3,0,.,.,-1,.,.,.,"HUMBLE ISD",.,.,.,.,4.2,13.6,.,.,0,7.1,.,.,0,4.3,.,.,0,18.2,.,.
"'101914",-1,.,.,.,-1,-1,.,-1,.,.,.,.,5.9,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,18.2,-1,-1,-1,8.3,-1,-1,-1,.,.,.,.,"KATY ISD",-1,.,-1,.,0,0,-1,-1,0,0,-1,-1,0,0,.,-1,9.1,0,.,.
"'101915",.,.,.,.,-1,-1,-1,.,.,.,.,.,12.5,0,-1,.,-1,-1,.,.,-1,.,.,.,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,"KLEIN ISD",.,.,-1,.,0,-1,.,.,0,-1,-1,.,0,-1,.,.,-1,-1,.,.
"'101916",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,"LA PORTE ISD",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'101917",.,.,.,.,-1,-1,-1,-1,.,.,.,.,2.7,17.6,80,-1,-1,-1,.,.,0,0,80,.,8.3,20,-1,.,3.7,14.8,-1,.,.,.,.,.,"PASADENA ISD",.,.,-1,-1,0,14.3,-1,-1,0,0,-1,-1,0,0,.,.,0,-1,.,.
"'101919",.,.,.,.,.,.,.,.,.,.,.,.,16.7,-1,-1,-1,0,-1,-1,.,-1,.,.,.,-1,-1,-1,.,-1,-1,.,-1,.,.,.,.,"SPRING ISD",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,.,.,-1,.,.
"'101920",.,.,.,.,.,.,.,.,.,.,.,.,15,78.6,-1,100,-1,.,-1,.,37.5,90,-1,100,0,80,.,-1,18.2,81.8,.,100,.,.,.,.,"SPRING BRANCH ISD",-1,-1,-1,-1,20,77.8,-1,100,27.3,77.8,-1,100,7.7,60,.,-1,14.3,-1,-1,-1
"'101921",.,.,.,.,.,-1,.,.,.,.,.,.,-1,0,-1,.,.,-1,.,.,.,-1,-1,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,"TOMBALL ISD",.,.,-1,.,.,-1,.,.,.,-1,-1,.,-1,-1,.,.,-1,.,-1,.
"'101924",.,.,.,.,.,.,.,.,.,.,.,.,25,-1,.,.,0,-1,.,.,20,-1,.,.,-1,.,.,.,-1,-1,.,.,.,.,.,.,"SHELDON ISD",.,.,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.
"'101925",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HUFFMAN ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'102901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"KARNACK ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'102902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,"MARSHALL ISD",.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.
"'102903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WASKOM ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'102904",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,"HALLSVILLE ISD",.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.
"'102905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HARLETON ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'102906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ELYSIAN FIELDS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'103901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CHANNING ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'103902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HARTLEY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'104901",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HASKELL CISD",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'104903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RULE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'104907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PAINT CREEK ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'105801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"KATHERINE ANNE PORTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'105802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXAS PREPARATORY SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'105803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"KI CHARTER ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'105902",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,"SAN MARCOS CISD",.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.
"'105904",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,"DRIPPING SPRINGS ISD",.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.
"'105905",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WIMBERLEY ISD",.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.
"'105906",.,.,.,.,.,.,.,.,.,.,.,.,22.2,42.9,.,.,.,.,.,.,-1,-1,.,.,-1,-1,.,.,16.7,60,.,.,.,.,.,.,"HAYS CISD",.,.,.,.,16.7,20,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.
"'106901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CANADIAN ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'107901",.,100,.,100,.,-1,.,-1,.,.,.,.,-1,100,-1,100,.,100,.,100,-1,100,-1,100,.,100,.,100,-1,100,-1,100,.,.,.,.,"ATHENS ISD",.,100,.,100,-1,100,-1,100,.,100,.,100,.,.,.,.,-1,100,-1,100
"'107902",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,"BROWNSBORO ISD",.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.
"'107904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CROSS ROADS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'107905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EUSTACE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'107906",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,"MALAKOFF ISD",.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.
"'107907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TRINIDAD ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'107908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MURCHISON ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'107910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LAPOYNOR ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HORIZON MONTESSORI PUBLIC SCHOOLS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108804",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,"TRIUMPH PUBLIC HIGH SCHOOLS-RIO GR",.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.
"'108807",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,"IDEA PUBLIC SCHOOLS",.,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.
"'108808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"VANGUARD ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EXCELLENCE IN LEADERSHIP ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108902",.,.,.,.,.,.,.,.,.,.,.,.,55.6,-1,-1,.,.,.,.,.,57.1,-1,-1,.,-1,.,-1,.,55.6,-1,-1,.,.,.,.,.,"DONNA ISD",-1,.,-1,.,80,-1,.,.,60,-1,-1,.,-1,-1,.,.,.,.,.,.
"'108903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EDCOUCH-ELSA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108904",.,.,.,.,-1,.,.,.,.,.,.,.,15.6,21.1,-1,-1,.,.,.,.,25,23.5,-1,-1,22.2,40,.,.,16.7,21.1,-1,-1,.,.,.,.,"EDINBURG CISD",0,-1,-1,-1,7.1,0,-1,-1,20,27.3,-1,.,0,0,.,.,.,.,.,.
"'108905",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,"HIDALGO ISD",-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.
"'108906",.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,0,0,.,.,-1,-1,.,.,0,0,.,.,.,.,.,.,"MCALLEN ISD",.,.,.,.,0,0,.,.,-1,0,.,.,0,0,.,.,-1,-1,.,.
"'108907",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,-1,-1,-1,.,-1,-1,.,.,-1,-1,-1,.,.,.,.,.,"MERCEDES ISD",-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,.,.,.,.,.
"'108908",.,.,.,.,.,.,.,.,.,.,.,.,50,42.9,-1,-1,.,-1,.,-1,42.9,-1,-1,-1,60,50,.,-1,50,33.3,-1,-1,.,.,.,.,"MISSION CISD",-1,.,-1,.,42.9,33.3,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,-1,.,.
"'108909",.,.,.,.,.,.,.,.,.,.,.,.,48.3,46.2,-1,-1,-1,.,.,.,48.3,46.2,-1,-1,52.9,50,-1,-1,46.4,46.2,-1,-1,.,.,.,.,"PHARR-SAN JUAN-ALAMO ISD",28.6,28.6,.,-1,41.7,40,.,-1,0,25,-1,-1,0,0,.,.,.,.,.,.
"'108910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PROGRESO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108911",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,.,-1,.,.,-1,-1,.,.,.,.,.,"SHARYLAND ISD",.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,-1,.,.,.,.,.,.
"'108912",-1,-1,.,.,.,.,.,.,.,.,.,.,74.1,73.9,-1,-1,.,.,.,.,62.9,50,-1,-1,79.6,80,-1,.,72.8,72.1,-1,-1,.,.,.,.,"LA JOYA ISD",85.7,100,.,.,64.5,62.5,-1,-1,38.9,43.8,-1,-1,-1,0,-1,.,-1,-1,.,.
"'108913",.,.,.,.,.,.,.,.,.,.,.,.,38.5,-1,-1,-1,.,.,.,.,33.3,-1,-1,-1,57.1,.,.,.,38.5,-1,-1,-1,.,.,.,.,"WESLACO ISD",-1,.,.,.,16.7,-1,-1,-1,14.3,-1,.,.,14.3,-1,-1,.,.,.,.,.
"'108914",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LA VILLA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108915",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MONTE ALTO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'108916",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"VALLEY VIEW ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'109901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ABBOTT ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'109902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BYNUM ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
